App,EndTime,PAPI_TOT_INS,PAPI_TOT_CYC,PAPI_L3_TCM,Power,AvgFreq,Action,INS_RATE,CYC_RATE,L3M_RATE,RES_STL_RATE,IPC,IPC_NORM,Reward
ones-npb-cg,1762789244.2238271,1812683270798.0,7474557121732.0,34140944758.0,120.49323243822641,2800000000.0,1000000000.0,54561967917.79828,276490619206.89655,1032764894.3193477,185677060627.92493,0.19733750126607308,0.0731263953132356,0.047117816106341935
ones-npb-cg,1762789246.234115,1907844859565.0,7759946108768.0,36131849846.0,74.37662459163641,1000000000.0,3500000000.0,47337296968.41195,141964246350.64752,990358259.1220896,89749131498.70773,0.33344520317806087,0.1235631625335329,0.14031480949485248
ones-npb-cg,1762789248.237205,2012515454367.0,8250472719351.0,38149898614.0,142.55736204144733,3198958333.333333,2400000000.0,52254560363.71394,244884940524.17105,1007467774.1523603,162406734015.32086,0.21338413155118546,0.0790727168291461,0.07048060652734497
ones-npb-cg,1762789250.2439122,2119682786858.0,8751567296959.0,40215834272.0,106.10585632341356,2400000000.0,2200000000.0,53404568911.04291,249709862873.2199,1029515251.0463709,166164402090.06747,0.21386647806601422,0.07925145762445886,0.05281546778965578
ones-npb-cg,1762789252.246958,2223501204506.0,9181007619104.0,42268408414.0,97.43077083860425,2200000000.0,1100000000.0,51830276564.54622,214393661250.06586,1024726516.347031,140713468097.01953,0.2417528403700895,0.08958517088530733,0.07004941583378799
ones-npb-cg,1762789254.2535162,2314180833756.0,9447244813048.0,44142763415.0,79.02102083801927,1100000000.0,2600000000.0,45191627215.382866,132683515791.79883,934114455.198664,79551176804.90448,0.3405971491311369,0.12621342426112198,0.15887636128376728
ones-npb-cg,1762789256.2579658,2467348067773.0,9856040678705.0,47453239158.0,144.00278496433646,2600000000.0,1200000000.0,76413611778.00015,203944197172.73508,1651563468.1893651,134254874324.24745,0.3746790192479953,0.1388429766330219,0.3854274475000357
ones-npb-cg,1762789258.2636647,2609903316408.0,10163273409443.0,50586778844.0,90.97923154536902,1200000000.0,1800000000.0,71075098691.79073,153179885466.4578,1562318080.671579,96397409554.78914,0.4639975965209494,0.17194132615388283,0.4624694832167219
ones-npb-cg,1762789260.2705922,2757337095603.0,10471859828636.0,53838190462.0,111.0162058240328,1800000000.0,1000000000.0,73462434448.88098,153760621992.85654,1620094215.5714307,96706760426.27448,0.47777144431877966,0.1770454337491767,0.6160849091457369
ones-npb-cg,1762789262.2746985,2887332069921.0,10707411265569.0,56729012140.0,85.70328961208472,1000000000.0,2700000000.0,64864311543.00922,117534403693.55862,1442449286.3730085,70042554339.83955,0.5518751063912025,0.20450566635625722,0.7330161265797654
ones-npb-cg,1762789264.28056,3025370050843.0,11120920240382.0,59465660319.0,131.03413496085858,2700000000.0,1500000000.0,68817303434.38791,206150310244.1683,1364325578.1452317,107912862044.0398,0.33382100348468746,0.12370242102016063,0.2480384702860597
ones-npb-cg,1762789266.2878656,3102206012353.0,11472293132389.0,60380103574.0,76.42589293195239,1500000000.0,1200000000.0,38278157876.91766,175047032269.68295,455557561.8041417,30720560849.85271,0.21867356093158513,0.08103279487498609,0.040665205972443476
ones-npb-cg,1762789268.294881,3163664246738.0,11715616730670.0,61210564906.0,71.52057190192491,1200000000.0,1500000000.0,30621704418.82837,121236533708.57437,413779238.7666962,20021508043.119328,0.25257819142566484,0.09359666842437468,0.05864245583377653
ones-npb-cg,1762789270.300527,3229418251704.0,11980517071363.0,62092782543.0,76.31778846627886,1500000000.0,2000000000.0,32784452132.45927,132077316717.24695,439867075.86242557,22709603012.523037,0.24822167005894513,0.0919822935508236,0.05939344002631633
ones-npb-cg,1762789272.3064458,3307937795038.0,12327661943310.0,63068056260.0,90.87946316813716,2000000000.0,3000000000.0,39143930270.07757,173060286447.49295,486198018.3722825,31851473089.05636,0.2261866721337825,0.08381689184732694,0.05351313680656612
ones-npb-cg,1762789274.309988,3474532956271.0,12837442434607.0,66572377027.0,164.37157861406274,3000000000.0,2900000000.0,83150313726.56598,254439609585.92346,1749062631.939464,167339762348.2013,0.326797835690305,0.1210998799867119,0.2919159764080829
ones-npb-cg,1762789276.3167806,3653295560525.0,13396760732842.0,70392919190.0,160.07701475890354,2900000000.0,2000000000.0,89078766348.32684,278712565252.32965,1903805239.8153796,194354003210.17145,0.31960800284580015,0.11843557869856268,0.26593502258085533
ones-npb-cg,1762789278.3270023,3818782451881.0,13831857948723.0,73980066293.0,115.67640290565217,2000000000.0,3400000000.0,82322705864.13422,216442401158.05774,1784453459.9201863,145005337937.76602,0.38034463406279534,0.14094245588041024,0.32386967039800657
ones-npb-cg,1762789280.3304317,3993226824891.0,14366007611323.0,77718076756.0,175.27819624169578,3183333333.333333,3700000000.0,87072882075.01984,266617660285.9827,1865805922.1052158,185409289624.08737,0.3265833252816886,0.12102038991088421,0.3106730197744605
ones-npb-cg,1762789282.335556,4168744980371.0,14964497072393.0,81431078699.0,165.39425946595696,3175520833.333333,2400000000.0,87534799118.6296,298479975510.84644,1851756465.4137533,210258439076.7096,0.293268581816299,0.10867510792049169,0.21228077883143162
ones-npb-cg,1762789284.342495,4340570080919.0,15469496692145.0,85119709843.0,133.2767205817137,2400000000.0,2900000000.0,85615510073.15034,251626798959.65704,1837938903.3271482,172780833605.89374,0.3402479800527008,0.12608403437882865,0.2671373343849262
ones-npb-cg,1762789286.3455694,4515988923405.0,15989564050325.0,88889754824.0,160.69033001081078,2900000000.0,3500000000.0,87574800927.21501,259634567848.61075,1882129274.248694,179718723332.08328,0.33730023568463596,0.124991703126236,0.313785809916793
ones-npb-cg,1762789288.3528745,4694005185760.0,16574183231851.0,92672801810.0,165.38882695597616,3159895833.3333335,2500000000.0,88684205674.97548,291245794345.4365,1884639709.5759318,204463512404.8809,0.30449952375892586,0.11283690329626869,0.23760722565019532
ones-npb-cg,1762789290.358647,4867083024103.0,17091410941143.0,96384589505.0,137.4647489369275,2500000000.0,3000000000.0,86289861149.22205,257869566922.1822,1850552606.1759648,178059886315.69592,0.3346259978606235,0.12400072385962074,0.2620981794789054
ones-npb-cg,1762789292.3618605,5044640784858.0,17629904891515.0,100191116484.0,166.52454101280014,3000000000.0,2300000000.0,88636467915.91273,268815069260.31,1900210416.0951953,186946102571.1963,0.3297302794810236,0.12218654137898727,0.3037724337932147
ones-npb-cg,1762789294.3701098,5217202443498.0,18113635907002.0,103917162228.0,129.30266146048106,2300000000.0,1700000000.0,85926413675.21573,240871997127.60104,1855370135.492579,164794343704.92722,0.3567306067118152,0.13219192094444263,0.298691046757696
ones-npb-cg,1762789296.3734963,5374345028090.0,18477093368641.0,107352513004.0,107.85855300798643,1700000000.0,1600000000.0,78438476443.9052,181421539025.5434,1714771852.7059636,117599821774.92294,0.43235481776428647,0.16021561597044895,0.44357710394103894
ones-npb-cg,1762789298.381239,5523377045590.0,18788176001099.0,110638785295.0,106.8397258644238,1600000000.0,3600000000.0,74228645784.43414,154941487888.09222,1636799567.850176,97692830149.34189,0.47907533867266333,0.17752861152003654,0.5977751184891879
ones-npb-cg,1762789300.384514,5693059256140.0,19288253610159.0,114288358172.0,173.44720353613042,3182291666.666667,3800000000.0,84702398489.7915,249630015905.17816,1821803093.8140018,172151770633.4319,0.3393117537674863,0.12573710157084236,0.3447923624513399
ones-npb-cg,1762789302.389127,5869456772961.0,19887887956489.0,118024673053.0,165.24196042665005,3180208333.3333335,2700000000.0,87995799501.37555,299127247734.08716,1863858522.8844945,211020132810.92783,0.29417513839996445,0.10901104617189153,0.2140581962133438
ones-npb-cg,1762789304.3942995,6044909347743.0,20431603097267.0,121779688407.0,149.1827090232339,2700000000.0,2900000000.0,87499990929.98691,271156293634.8106,1872664506.7774153,188996164554.94666,0.3226920893373422,0.11957843358683165,0.25508038838672126
ones-npb-cg,1762789306.4011347,6222053747807.0,20969528094918.0,125575774182.0,158.49407263022368,2900000000.0,2600000000.0,88270525701.6058,268046420397.90063,1891578208.7753081,186148157625.13608,0.32931059318222905,0.12203102027429961,0.28802073350165475
ones-npb-cg,1762789308.4043376,6397180159945.0,21486181676138.0,129338195661.0,144.4179165299684,2600000000.0,2000000000.0,87423201518.87624,257913752671.7161,1878202877.23575,177893717344.10968,0.33896293087616897,0.12560783997342106,0.28620111221469136
ones-npb-cg,1762789310.410987,6562186408451.0,21908652653338.0,132922485099.0,117.13056722880108,2000000000.0,2900000000.0,82229740963.93188,210535536287.11194,1786206247.915392,140623106673.00558,0.39057416345995566,0.14473316269369105,0.35511940434160694
ones-npb-cg,1762789312.416001,6732451109393.0,22395511195193.0,136589233894.0,159.95590896489267,2900000000.0,4000000000.0,84919449719.52237,242820497947.24768,1828789456.7012544,165863219165.56192,0.3497210920717697,0.12959443929380207,0.34814438016543126
ones-npb-cg,1762789314.423533,6908027348207.0,22977860957607.0,140330629015.0,167.00088792476302,3177083333.333333,1200000000.0,87458754925.21204,290082447919.82825,1863679055.7551887,204309030398.94897,0.30149619721005494,0.11172397522604169,0.2328937960758853
ones-npb-cg,1762789316.431147,7054331160711.0,23344256175162.0,143528784163.0,95.1557951951466,1200000000.0,3600000000.0,72874468205.47191,182502808200.01733,1593012865.8999932,121531457960.57114,0.3993060102702846,0.14796888057584762,0.30828075057864157
ones-npb-cg,1762789318.4343402,7214475491325.0,23807691569032.0,146988160031.0,175.0719280141655,3196875000.0,1200000000.0,79944528270.30402,231348333123.3258,1726930768.1177225,158831896599.47107,0.34555912805167116,0.1280521605872179,0.36760147582745456
ones-npb-cg,1762789320.439097,7362087053515.0,24178784012464.0,150213667602.0,93.8265107999382,1200000000.0,2300000000.0,73630662012.33359,185105975929.5988,1608927202.2799132,123246504203.16853,0.3977757154654882,0.14740180669418104,0.3004927416789633
ones-npb-cg,1762789322.4448466,7514065747214.0,24536091942287.0,153543765020.0,130.33648900371728,2300000000.0,3700000000.0,75771515016.59753,178141833642.50726,1660275663.4720302,116126253353.08344,0.4253437469867681,0.15761755766953528,0.5103637254192896
ones-npb-cg,1762789743.497836,7410986723.0,5723064636.0,8008015.0,49.03163231969772,1795833333.3333335,2400000000.0,,,,,,,
ones-npb-cg,1762789745.4995878,17485485782.0,9966834295.0,20721182.0,50.15713793544181,2363541666.666667,2700000000.0,5032841612.557468,2120028043.959542,6351021.081076304,254288635.71880698,2.373950489427353,0.8797032537158176,34.14611838264905
ones-npb-cg,1762789747.501434,29277532344.0,14926111651.0,37334419.0,49.836473654305394,2691145833.333333,2800000000.0,5890585347.444086,2477351694.090508,8298957.261683169,337484167.21697044,2.3777751707581647,0.8811205472213585,34.09206370924843
ones-npb-cg,1762789749.5031934,42429367582.0,20323125618.0,57433001.0,50.646558496970016,2753125000.0,2000000000.0,6570138227.475144,2696135340.5911617,10040458.956990762,380208986.43396944,2.436872559236792,0.903019978217199,37.29426185016509
ones-npb-cg,1762789751.5050385,52896111483.0,24478720092.0,74027978.0,49.395006741949146,1989583333.3333333,1900000000.0,5228548297.365498,2075882109.7646508,8289840.618903435,235470708.48027793,2.5187115745981714,0.9333466629627055,40.16169061391314
ones-npb-cg,1762789753.5069213,62740309092.0,28234873211.0,89923586.0,49.204592562637245,1871875000.0,2100000000.0,4917469519.546423,1876310209.025562,7940329.007942233,180610851.71006554,2.6208190393529054,0.9711841281387716,45.07236728275344
ones-npb-cg,1762789755.5087233,73007994172.0,32165753816.0,106751326.0,49.32964856871873,2077083333.3333335,1800000000.0,5129221194.743448,1963671066.6599398,8406296.063341292,189912016.34786543,2.6120572237527933,0.9679373048683605,44.73523323230771
ones-npb-cg,1762789757.5139143,107287813877.0,129333032351.0,691233584.0,68.82876226951655,1791666666.6666665,3600000000.0,17095537634.735016,48457864754.10146,291484568.0187892,30608360607.51797,0.3527918062730582,0.13073233887769628,0.15378679741103382
ones-npb-cg,1762789759.5195675,216049418089.0,672880729149.0,2759098512.0,142.99183219921224,3195833333.3333335,1900000000.0,54227524133.69113,271007825413.0209,1031018217.3274827,181816977203.46802,0.20009578709045536,0.07414851983739644,0.05829330636493274
ones-npb-cg,1762789761.525392,319610232415.0,1096183951208.0,4812101054.0,91.55809751150004,1900000000.0,1700000000.0,51630045861.05508,211037011540.2964,1023520489.7351905,138666600286.62085,0.24464924651947412,0.0906584779846103,0.06822162044370084
ones-npb-cg,1762789763.5310495,419194496696.0,1429582883154.0,6849130384.0,87.12016860193201,1700000000.0,2700000000.0,49651681573.24837,166229250427.89365,1015641701.8167864,106292670565.66214,0.29869401110477906,0.11068558278891757,0.11813861510429458
ones-npb-cg,1762789765.5365722,524915480562.0,1895526888599.0,8912556192.0,117.76044898122166,2700000000.0,1200000000.0,52714926832.669655,232330453775.25513,1028871814.428355,154054008832.05063,0.22689632795046077,0.08407986554190505,0.06999636358300228
ones-npb-cg,1762789767.5443437,621278133633.0,2196463537896.0,10909761533.0,78.33693159093943,1200000000.0,1600000000.0,47994830813.54015,149885906088.13232,994737373.7268049,94911591355.82692,0.32020909814775633,0.11865832365271364,0.13087635230098982
ones-npb-cg,1762789769.5478554,718103537820.0,2481462889076.0,12934888243.0,86.83099741644153,1600000000.0,2200000000.0,48327846435.66608,142249908417.53445,1010788578.4254327,89468677563.97789,0.3397390337420346,0.12589543662691527,0.1732625711494895
ones-npb-cg,1762789771.5524116,820250923291.0,2869937507025.0,14984422723.0,98.03337026638323,2200000000.0,3500000000.0,50957606745.43999,193795824736.5055,1022438034.6250814,126237688833.62057,0.26294481222557037,0.09743817653009545,0.09069041248194662
ones-npb-cg,1762789773.557739,929822923708.0,3428735293998.0,17055183781.0,145.54419985416595,3200000000.0,1100000000.0,54640452709.34515,278656627030.4925,1032629880.1828558,187424514477.35535,0.19608524402100808,0.07266235245392617,0.0558371528190945
ones-npb-cg,1762789775.565173,1026678282155.0,3744670263354.0,19056294600.0,76.709917197978,1102083333.3333333,1300000000.0,48248342755.86106,157382502470.3411,996850171.5927974,100696676337.59943,0.3065673883597925,0.11360318179522129,0.11246645333031244
ones-npb-cg,1762789777.5705624,1120264889347.0,3981388490326.0,21049817149.0,79.31911593322266,1300000000.0,3500000000.0,46667547343.270744,118041025267.2911,994082494.5653969,72276207862.69241,0.39535023723825796,0.14650300905799868,0.24941208883090457
ones-npb-cg,1762789779.5752368,1227213588724.0,4491729111143.0,23107352021.0,142.8502153897487,3197916666.6666665,1800000000.0,53349659938.691925,254575312575.91998,1026368589.5445915,170225622270.95953,0.20956336810067502,0.07765687515339857,0.06689915500962618
ones-npb-cg,1762789781.5847025,1330432038968.0,4907562055313.0,25165187887.0,90.3712350292912,1800000000.0,1900000000.0,51366117137.62429,206937070547.23993,1024071160.6605908,136278775794.18988,0.24822095433064686,0.09198202832687914,0.07032976460457928
ones-npb-cg,1762789783.5902512,1431151927159.0,5263755021958.0,27216025264.0,91.44025600965624,1900000000.0,3300000000.0,50220614143.14635,177603746982.5108,1022581681.0414469,114832095114.22154,0.28276776248471674,0.10478387051945257,0.10520121183997141
ones-npb-cg,1762789785.5975292,1549038394320.0,5797909295564.0,29513145981.0,157.5394882077205,3196875000.0,2300000000.0,58729517876.69028,266108771567.5674,1144395921.456526,176959872143.28888,0.22069741455996433,0.08178276444253137,0.08617370984633871
ones-npb-cg,1762789787.6007438,1705273117195.0,6282766837997.0,32816756117.0,126.0013068290958,2300000000.0,4000000000.0,77992004977.51143,242039741018.86087,1649154384.0533676,161124168654.85062,0.32222809630024324,0.11940649395024053,0.21451560442203974
ones-npb-cg,1762789789.6070428,1882067373887.0,6840562848838.0,36580567602.0,174.52649290825445,3185937500.0,3800000000.0,88119594851.05484,278022371340.232,1875997271.4031897,191910795942.47348,0.31695145403683295,0.11745115436397302,0.282769933961726
ones-npb-cg,1762789791.6110618,2057163806061.0,7439683738712.0,40263197849.0,165.85610684223934,3170833333.333333,2400000000.0,87372639806.73727,298959682168.93146,1837622401.0822825,207348599577.06818,0.29225559504497367,0.1082997303535733,0.21067528633966684
ones-npb-cg,1762789793.617542,2228430146426.0,7938035209063.0,43937804976.0,134.1939833358286,2400000000.0,3400000000.0,85356605520.27701,248370986234.33487,1831369726.8995616,169068716374.18427,0.34366576714296304,0.1273505470703115,0.27716315046761564
ones-npb-cg,1762789795.622524,2405379021825.0,8499731113721.0,47699019995.0,174.79198891583349,3190625000.0,1300000000.0,88254595738.52718,280150099184.28815,1875934561.5451014,193605564713.23615,0.31502610920180896,0.11673768871949611,0.27807042177584335
ones-npb-cg,1762789797.6285489,2553006946497.0,8851706986511.0,50912432131.0,96.78145058371399,1300000000.0,1700000000.0,73592271597.40945,175459379271.55447,1601880533.0518632,113023535918.05408,0.41942626209518485,0.15542474415631174,0.36337296331227514
ones-npb-cg,1762789799.631872,2699692978341.0,9151659764477.0,54142253786.0,107.5010070682462,1700000000.0,3100000000.0,73221355778.0483,149727610706.7912,1612232040.9615276,92489122023.98955,0.4890304161831335,0.18121761603632966,0.6397551215246199
ones-npb-cg,1762789801.6379178,2872055074923.0,9661204790090.0,57832110123.0,174.44962846450332,3098437500.0,2000000000.0,85921315957.57208,254004679732.32938,1839367926.3387144,173516896527.8029,0.33826666519733467,0.12534982819691223,0.34359060330468877
ones-npb-cg,1762789803.644038,3038952123848.0,10105924504679.0,61436719011.0,117.3117624843395,2000000000.0,3800000000.0,83193942474.24713,221681489223.37735,1796806033.4319775,148006459667.26654,0.37528592380763354,0.13906787429545694,0.3155164513304752
ones-npb-cg,1762789805.6487808,3210512652242.0,10642100485894.0,65066302469.0,173.61229137242572,3195833333.3333335,2400000000.0,85577323530.68256,267453742672.32642,1810498258.3962626,180767069329.0105,0.3199705589296182,0.1185699293381441,0.28940374860873663
ones-npb-cg,1762789807.6555853,3382694245502.0,11143445574330.0,68753176435.0,134.91853280884663,2400000000.0,3300000000.0,85798888808.51222,249822589528.83667,1837186446.4174402,169570405089.49185,0.3434392741278049,0.12726661665842381,0.27810903991308716
ones-npb-cg,1762789809.658508,3559518648649.0,11702180873053.0,72512020741.0,174.06629957389177,3182291666.6666665,1200000000.0,88283185701.79419,278959980960.90247,1876679598.4310935,192531180123.2671,0.31647258290488445,0.11727370142434272,0.28074795076197434
ones-npb-cg,1762789811.6691215,3704239435543.0,12047733897531.0,75664762006.0,93.4375603244104,1200000000.0,2000000000.0,71978424051.70987,171864475463.68027,1568049432.067471,110796034511.4527,0.4188092033418559,0.15519608370384871,0.349271994287713
ones-npb-cg,1762789813.677393,3855430798902.0,12379548574678.0,78976885643.0,118.24103050734843,2000000000.0,3200000000.0,75284326192.55885,165224016999.55524,1649241006.484708,104368171305.89664,0.455650017229405,0.1688480044118638,0.5691883500425086
ones-npb-cg,1762789815.6801682,4029973129540.0,12914309967262.0,82690771261.0,184.3189372487104,3198958333.333333,1800000000.0,87150235988.78104,267010193980.06363,1854369692.790007,182080894256.71487,0.32639291665129505,0.12094983111345403,0.3261262498567067
ones-npb-cg,1762789817.6864977,4191713731771.0,13341066159103.0,86175865518.0,112.19652167439529,1800000000.0,2100000000.0,80615172778.72118,212704934105.02118,1737049768.5975313,140068387508.72662,0.3790000129424273,0.14044418619034266,0.3108069280061793
ones-npb-cg,1762789819.692494,4352317120186.0,13721725889063.0,89673192093.0,121.11350801910434,2100000000.0,4000000000.0,80061660252.4803,189760940118.571,1743436267.4596536,122715209906.30138,0.42190800805715994,0.1563443926525077,0.4628491949964231
ones-npb-cg,1762789821.6955109,4527367422674.0,14259570010291.0,93400520412.0,183.45970335908993,3198958333.333333,3200000000.0,87393320661.42305,268517009592.49756,1860857104.2892098,184044824499.996,0.32546660933715704,0.12060657393019891,0.321850085521176
ones-npb-cg,1762789823.7030828,4702749149860.0,14858061687962.0,97092649304.0,164.1261497255008,3168229166.6666665,2500000000.0,87360120985.59938,298117176795.5228,1839101666.2612412,207398583603.14563,0.29303954211776023,0.10859023379656536,0.2101600126478041
ones-npb-cg,1762789825.7061226,4875653178812.0,15375553829642.0,100784152616.0,138.59846324689153,2500000000.0,2000000000.0,86320813879.07639,258353394750.8237,1842950521.515075,176240001151.57172,0.3341191392601245,0.123812899740281,0.26306077790824134
ones-npb-cg,1762789827.7128527,5040148988027.0,15788404959996.0,104351481351.0,119.20446473923354,2000000000.0,4000000000.0,81972065343.04712,205733264548.37704,1777682395.442354,135345103561.33788,0.39843855840712544,0.1476474331699891,0.38368094018383403
ones-npb-cg,1762789829.7159026,5214869127573.0,16318703897989.0,108083854117.0,185.31861074586274,3190625000.0,4000000000.0,87227055035.86855,264745751519.96,1863344921.3136935,181867458184.14737,0.3294748056770695,0.12209187169755183,0.33727122551845373
ones-npb-cg,1762789831.723488,5390424771535.0,16917379706108.0,111784898695.0,165.76340316874752,3168750000.0,3500000000.0,87446159444.27412,298206876126.04236,1843530216.2555842,208158286603.14645,0.29323991646427855,0.10866448554081123,0.21269218804466183
ones-npb-cg,1762789833.730746,5565244103055.0,17513925687694.0,115471278392.0,165.64437404586306,3178125000.0,4000000000.0,87093605747.87679,297194481176.62756,1836525155.2901917,207630725988.9686,0.29305256747387454,0.10859506053924832,0.2121323510978512
ones-npb-cg,1762789835.73517,5740619057551.0,18112378009031.0,119168659873.0,167.10152368221094,3177083333.3333335,3700000000.0,87493946904.84659,298565754606.288,1844610593.999929,208547476400.45535,0.29304749642243094,0.10859318138444937,0.21398733970641243
ones-npb-cg,1762789837.742121,5915868257259.0,18709722680513.0,122867128714.0,165.93275134528375,3170833333.333333,1900000000.0,87321111242.03226,297637881343.96735,1842829579.9824328,208337741595.2017,0.29338036827751435,0.10871653208417602,0.21321555534171194
ones-npb-cg,1762789839.7452426,6079772002620.0,19155136749114.0,126400129251.0,114.97548931567653,1900000000.0,2100000000.0,81824160938.67465,222359973247.01852,1763747398.811413,148764561819.1293,0.36798062053990543,0.13636078369579097,0.2915236092591412
ones-npb-cg,1762789841.7484076,6240849729025.0,19541296391643.0,129902831334.0,122.00846827627612,2100000000.0,1400000000.0,80411611560.33679,192774754575.60583,1748583901.6724265,124877616728.58485,0.41712729313214886,0.15457282644110182,0.45059816603949343
