App,Progress,Power,TOT_INS_PER_CYC,L3_TCM_PER_TCA,TOT_STL_PER_CYC,Action,Reward,Next_Progress,Next_Power,Next_TOT_INS_PER_CYC,Next_L3_TCM_PER_TCA,Next_STL_PER_CYC
ones-stream-add,184.28805553724817,115.57478398310828,0.146351516712768,0.938099318433545,0.6418140174137742,112.0,[0.13621186 0.27685925],190.6198559320108,123.65194402821577,0.1468041465814249,0.9382312912993798,0.8349589602300169
ones-stream-add,185.23782559646256,116.78635798987439,0.14641941119306653,0.9381191143634201,0.6707857588362106,124.0,[-0.04946998  0.008737  ],190.11937826780138,122.44037002144964,0.14812927997688416,0.9382489507297415,0.8346262220806936
ones-stream-add,185.85147936870817,116.42288578784455,0.14653483180957405,0.938152767444208,0.7193722429557058,130.0,[-0.18057683  0.5087616 ],190.2695215670642,122.80384222347948,0.14773173995824637,0.938264699841068,0.8340605672268439
ones-stream-add,187.28199233769894,118.59160325995592,0.1466156262411293,0.9381973715411944,0.7533827818393524,107.0,[0.33689034 0.13557327],192.0175584533431,124.76921727625488,0.14731767298460285,0.9382757242189965,0.8176819937495079
ones-stream-add,187.28239608757363,120.10970549043387,0.14653639338262092,0.938228594409085,0.7612075439782638,159.0,[-0.6486633  0.8131534],193.24118427373833,126.14497981319766,0.14716361506364947,0.9382834412835465,0.8221996073950139
ones-stream-add,189.86749580827615,119.2842348283429,0.14661671934226211,0.9382504504166084,0.782667492555143,141.0,[-0.6486633  0.8131534],194.03864753859142,123.50892685427756,0.14956856059957838,0.9382888432287314,0.825361936946868
ones-stream-add,189.87443286803887,115.55254527833486,0.1491857335946072,0.9380518815777255,0.7976894565589584,118.0,[0.09521525 0.50042313],194.5968718239886,121.66368978303349,0.1512520224747286,0.9382179525907707,0.8400515159716341
ones-stream-add,189.87928880987275,112.80917724316261,0.15098404357124878,0.9379128833905074,0.8206807797000973,107.0,[0.34694287 0.24597947],194.98762882376664,120.37202383316264,0.15243044578733375,0.938029133099639,0.8522439098143652
ones-stream-add,189.88268796915648,110.88881961854203,0.15224286055489789,0.9377473639094428,0.8386843944242894,101.0,[0.47171107 0.0539141 ],195.26115872361126,119.46785766825305,0.15325534210615738,0.9378969594558468,0.8613081070312348
ones-stream-add,191.68770012538414,112.82961471801862,0.15312403244345227,0.9376997210227095,0.8518164462581819,130.0,[-0.17386058  0.60140514],196.16804724324606,122.34638099689175,0.1518177494337701,0.9378867430805822,0.8706803338184504
ones-stream-add,191.14857589001446,110.90312585094124,0.15172583266987655,0.9375981502519842,0.8604793610149486,159.0,[-0.72403795  0.87986374],198.60202816086252,130.2453865558771,0.14914922748331622,0.9378795916178969,0.8772408925695013
ones-stream-add,193.2892392597283,116.35106872477348,0.14908488574859072,0.9375625459868566,0.8700873637198288,136.0,[-0.72403795  0.87986374],200.30581480319404,135.77469044716685,0.1472812621179985,0.9378745855940173,0.881833283695237
