time,actuator,value
1746039695.916388,Actuator(ptr=c_void_p(93879538015456)),147.0
1746039700.935391,Actuator(ptr=c_void_p(93879538015456)),153.0
1746039705.953197,Actuator(ptr=c_void_p(93879538015456)),89.0
1746039710.9714122,Actuator(ptr=c_void_p(93879538015456)),101.0
