iteration,actor_loss,critic_loss
0,-0.7544097900390625,2.7695741653442383
1,-0.598351240158081,2.179816722869873
2,-1.341383934020996,1.742019772529602
3,-1.508580207824707,1.38115656375885
4,-1.4260107278823853,1.2501471042633057
5,-1.3317489624023438,1.5767836570739746
6,-1.261663556098938,1.2567992210388184
7,-1.4953047037124634,1.29380202293396
8,-1.4612536430358887,2.918931245803833
9,-1.3842511177062988,1.2204651832580566
10,-1.9077622890472412,2.2562308311462402
11,-1.5894464254379272,2.6264266967773438
12,-1.4567433595657349,2.7198896408081055
13,-0.9659473299980164,0.9794506430625916
14,-0.8862664699554443,1.8938910961151123
15,-0.9236636161804199,0.7509263753890991
16,-1.0652769804000854,1.059654951095581
17,-1.5557951927185059,1.7595982551574707
18,-1.4764615297317505,1.3712236881256104
19,-1.152519702911377,1.155930519104004
20,-0.6967918276786804,0.7343086004257202
21,-1.1324390172958374,1.1636124849319458
22,-1.5970152616500854,2.0526039600372314
23,-1.315273642539978,0.25369465351104736
24,-1.0847399234771729,2.984391927719116
25,-1.1644885540008545,0.7649192810058594
26,-1.1871635913848877,2.4264578819274902
27,-0.8012863397598267,1.5613553524017334
28,-0.8518655896186829,1.2295253276824951
29,-1.4865689277648926,2.8048293590545654
30,-1.7214422225952148,1.7502031326293945
31,-1.3972057104110718,1.972347378730774
32,-1.342321515083313,1.4008934497833252
33,-1.3151935338974,1.559449553489685
34,-0.899564802646637,0.8468984961509705
35,-0.7757205367088318,2.2636404037475586
36,-1.4280149936676025,0.5122871398925781
37,-1.5567564964294434,3.0389413833618164
38,-1.8782809972763062,0.5718061327934265
39,-1.3454241752624512,2.342620849609375
40,-1.3822486400604248,1.2399345636367798
41,-1.0592117309570312,1.1543164253234863
42,-1.410048007965088,1.35634446144104
43,-1.1471329927444458,0.8916002511978149
44,-1.4272693395614624,3.123566150665283
45,-1.1670833826065063,1.6483345031738281
46,-1.9758442640304565,1.6960680484771729
47,-1.3213398456573486,1.7978163957595825
48,-1.145295262336731,1.7963948249816895
49,-0.5558865070343018,1.9344208240509033
50,-1.2933231592178345,1.6200768947601318
51,-1.0036211013793945,1.5805251598358154
52,-1.4901063442230225,1.0401743650436401
53,-1.5705798864364624,4.560275077819824
54,-0.9896700978279114,2.0488481521606445
55,-0.3167695701122284,1.073556900024414
56,-0.9089826345443726,1.7087202072143555
57,-0.9178626537322998,0.5784412622451782
58,-1.1261334419250488,1.1872919797897339
59,-1.3237013816833496,1.0106648206710815
60,-1.6056135892868042,1.9642043113708496
61,-0.7347967624664307,0.43651437759399414
62,-1.0698189735412598,0.8159321546554565
63,-0.3493989109992981,1.05129075050354
64,-1.5609818696975708,2.77225923538208
65,-1.632555365562439,1.1848891973495483
66,-1.3327075242996216,3.2743406295776367
67,-1.038284420967102,1.6205518245697021
68,-1.3519177436828613,0.6799805760383606
69,-1.3256573677062988,1.128453254699707
70,-0.8247216939926147,0.272427499294281
71,-1.920192837715149,1.9346978664398193
72,-0.8799096941947937,1.294628620147705
73,-1.1229089498519897,1.199894905090332
74,-1.2041107416152954,1.5961967706680298
75,-1.5678489208221436,1.4031407833099365
76,-1.5244042873382568,2.1278533935546875
77,-1.4172323942184448,1.6495652198791504
78,-0.5243131518363953,1.9393820762634277
79,-1.2391581535339355,2.7427453994750977
80,-0.8788142204284668,2.148937225341797
81,-1.5599130392074585,3.9833779335021973
82,-0.8389270305633545,0.8592426776885986
83,-0.9117370843887329,1.8814213275909424
84,-1.3526170253753662,2.2459816932678223
85,-1.4360651969909668,1.659925103187561
86,-0.7642719745635986,0.5881662368774414
87,-0.8406456708908081,1.178795576095581
88,-1.419636845588684,1.221379280090332
89,-1.5248461961746216,0.693246066570282
90,-1.314894199371338,2.389472723007202
91,-1.648220419883728,2.1796698570251465
92,-0.7475703358650208,0.4912179112434387
93,-1.5890579223632812,1.4247651100158691
94,-1.7401140928268433,1.2375669479370117
95,-1.6177809238433838,2.064296245574951
96,-1.6846052408218384,1.085662603378296
97,-1.1868863105773926,3.196667194366455
98,-0.47606468200683594,2.144252300262451
99,-1.0070290565490723,2.4590673446655273
100,-1.4266939163208008,2.6030490398406982
101,-1.7442322969436646,1.6452479362487793
102,-1.2882640361785889,1.4828935861587524
103,-1.3330589532852173,3.2943432331085205
104,-1.0253185033798218,1.5501527786254883
105,-1.001397728919983,1.8959511518478394
106,-0.963488757610321,1.585060715675354
107,-1.178727149963379,0.7656266689300537
108,-1.2587792873382568,2.2423453330993652
109,-1.4669325351715088,0.7460716962814331
110,-1.5332558155059814,1.4380626678466797
111,-1.2757484912872314,1.3763761520385742
112,-1.0475486516952515,0.9796257019042969
113,-1.1580849885940552,1.2781751155853271
114,-1.3051892518997192,0.9373933672904968
115,-1.322914719581604,0.7345648407936096
116,-1.3007049560546875,2.8517494201660156
117,-1.3511254787445068,3.1275224685668945
118,-0.9722336530685425,1.558905839920044
119,-0.9778658151626587,1.2070467472076416
120,-1.3177391290664673,1.1588022708892822
121,-1.658136248588562,2.644866943359375
122,-0.9271246194839478,1.8550788164138794
123,-1.0416347980499268,2.4391651153564453
124,-0.9319066405296326,1.270643949508667
125,-0.9980199933052063,2.9545750617980957
126,-1.4989718198776245,2.3787548542022705
127,-1.0110390186309814,1.7443656921386719
128,-1.5877714157104492,0.8653711080551147
129,-1.2403146028518677,1.9885179996490479
130,-0.4273606836795807,1.5976860523223877
131,-0.7867564558982849,1.8104273080825806
132,-1.1315704584121704,1.7549915313720703
133,-1.9153525829315186,3.1852293014526367
134,-1.1690715551376343,0.8178431987762451
135,-1.2327003479003906,2.3569741249084473
136,-1.3204407691955566,0.9465771913528442
137,-0.6999980211257935,0.6538143157958984
138,-1.2527467012405396,1.254143476486206
139,-1.752935767173767,1.5998001098632812
140,-0.6826568841934204,1.711061954498291
141,-1.1410133838653564,1.1369383335113525
142,-1.3701339960098267,1.4557760953903198
143,-0.9454590082168579,2.184119462966919
144,-0.9646148681640625,2.746288776397705
145,-1.0919828414916992,1.8680801391601562
146,-1.1387232542037964,2.249934673309326
147,-1.0550432205200195,1.1559391021728516
148,-1.4713139533996582,2.100978374481201
149,-1.071092128753662,1.8131619691848755
150,-0.40494033694267273,0.7698588967323303
151,-0.5815867781639099,0.5929309725761414
152,-1.7883477210998535,2.075014114379883
153,-1.4577043056488037,1.4303946495056152
154,-2.1811330318450928,3.3030710220336914
155,-1.625373125076294,1.2521096467971802
156,-1.71430242061615,1.3024117946624756
157,-1.444820761680603,2.1397180557250977
158,-1.1056132316589355,3.286297559738159
159,-0.9190197587013245,3.0342578887939453
160,-1.193951964378357,2.541440486907959
161,-1.3013006448745728,0.8867105841636658
162,-1.6545631885528564,1.836790680885315
163,-0.8864340782165527,1.7694103717803955
164,-1.4533079862594604,1.7040938138961792
165,-0.3202110528945923,0.7165123224258423
166,-0.7936047315597534,3.0373892784118652
167,-0.9647260308265686,1.7844146490097046
168,-1.4947704076766968,1.7302050590515137
169,-1.825197696685791,1.7906935214996338
170,-1.3471016883850098,3.0831527709960938
171,-1.0386688709259033,1.9993155002593994
172,-1.4504880905151367,1.5849475860595703
173,-0.6495273113250732,2.3290209770202637
174,-0.8912233710289001,1.5214471817016602
175,-1.007351040840149,1.9710884094238281
176,-1.3369264602661133,1.4558641910552979
177,-1.7462551593780518,1.9434500932693481
178,-1.3926060199737549,3.0998106002807617
179,-1.0450245141983032,1.9060719013214111
180,-1.2835253477096558,1.7254879474639893
181,-1.5250744819641113,2.1876399517059326
182,-1.0830285549163818,1.4669709205627441
183,-1.211750864982605,2.237971782684326
184,-1.325585961341858,5.214809417724609
185,-0.5338978171348572,2.69911527633667
186,-0.9011588096618652,0.972898006439209
187,-1.3775559663772583,2.8473072052001953
188,-1.5443482398986816,2.0727970600128174
189,-1.2753264904022217,1.1554160118103027
190,-1.0771169662475586,2.019193649291992
191,-0.47644954919815063,1.8909823894500732
192,-0.7535647749900818,0.40228867530822754
193,-0.47185179591178894,2.3620445728302
194,-1.1322145462036133,2.3431556224823
195,-1.287621021270752,2.043876886367798
196,-1.229641079902649,3.0368387699127197
197,-0.6480253338813782,2.0791594982147217
198,-0.6864246129989624,1.4876811504364014
199,-0.9658641815185547,1.1782879829406738
200,-1.5948312282562256,2.088740587234497
201,-1.2046387195587158,1.4850859642028809
202,-1.4491039514541626,3.338738441467285
203,-1.3798946142196655,1.6170177459716797
204,-0.8583179712295532,2.097428321838379
205,-0.9345585703849792,1.895831823348999
206,-1.503938913345337,2.0318291187286377
207,-1.3074259757995605,3.232804775238037
208,-0.9366147518157959,1.6212553977966309
209,-1.1509217023849487,2.2712321281433105
210,-1.2206932306289673,3.0326781272888184
211,-0.9646080136299133,2.0124378204345703
212,-0.7088340520858765,1.9445115327835083
213,-1.1168873310089111,2.684443473815918
214,-1.285637617111206,2.4517760276794434
215,-1.311661720275879,2.040980100631714
216,-1.4476720094680786,2.4265847206115723
217,-0.8020074367523193,3.3342175483703613
218,-0.9545201659202576,1.3541802167892456
219,-1.4770269393920898,2.037365198135376
220,-1.6046628952026367,1.276003122329712
221,-1.1859759092330933,0.34602779150009155
222,-1.1121057271957397,1.6344249248504639
223,-1.627935528755188,4.726707935333252
224,-0.6248652935028076,2.0930542945861816
225,-1.1185522079467773,1.6174219846725464
226,-0.6653428077697754,2.3698647022247314
227,-1.5099560022354126,1.211143970489502
228,-1.8618896007537842,1.1339068412780762
229,-1.608982801437378,2.0360491275787354
230,-1.3179442882537842,2.3224549293518066
231,-0.29306843876838684,0.7811527252197266
232,-0.9415366649627686,2.287005662918091
233,-1.389235258102417,2.7380363941192627
234,-1.0799663066864014,1.585213541984558
235,-1.1192930936813354,1.7749922275543213
236,-0.7259162068367004,1.641991138458252
237,-0.8382899761199951,1.3598560094833374
238,-0.9522034525871277,2.0948572158813477
239,-0.6162536144256592,1.140263319015503
240,-1.277163028717041,1.423246145248413
241,-1.06918466091156,1.2012910842895508
242,-1.5838638544082642,1.109450101852417
243,-1.368431806564331,2.583859443664551
244,-0.6622695922851562,0.5394256114959717
245,-0.254696786403656,1.1306283473968506
246,-0.8580885529518127,2.5423545837402344
247,-0.8039155602455139,1.1269725561141968
248,-1.439416766166687,2.128049612045288
249,-1.6171118021011353,1.5872611999511719
250,-1.8999266624450684,1.461097002029419
251,-1.364762783050537,1.3644354343414307
252,-0.7692198157310486,0.9242191314697266
253,-1.3124159574508667,2.493807792663574
254,-1.5233532190322876,1.4035062789916992
255,-1.3670523166656494,1.327817440032959
256,-0.5723547339439392,0.7510116100311279
257,-1.8794337511062622,3.3177056312561035
258,-0.9001293182373047,2.667215585708618
259,-1.10312020778656,1.4710638523101807
260,-0.7494345307350159,2.1578407287597656
261,-0.7454501390457153,1.2868940830230713
262,-1.6759737730026245,1.2484720945358276
263,-1.637094259262085,1.2061455249786377
264,-1.1526721715927124,2.8990585803985596
265,-1.0579876899719238,2.0640716552734375
266,-0.7326535582542419,1.3507392406463623
267,-1.1972888708114624,2.4871973991394043
268,-1.4257742166519165,1.34768807888031
269,-1.2522644996643066,1.6514396667480469
270,-1.358359932899475,3.367861270904541
271,-0.7058247923851013,2.735706329345703
272,-0.5419424176216125,1.090004563331604
273,-1.2427122592926025,2.7927396297454834
274,-0.9049534797668457,0.9834288358688354
275,-1.4175664186477661,1.6749850511550903
276,-1.3299298286437988,3.977321147918701
277,-1.3962342739105225,2.5066990852355957
278,-0.8646740913391113,0.3977532982826233
279,-1.020040512084961,0.9687843322753906
280,-1.6456719636917114,3.0033016204833984
281,-1.199294924736023,2.724825143814087
282,-1.3112001419067383,1.7483806610107422
283,-1.022130012512207,0.9485416412353516
284,-0.88372403383255,1.6554925441741943
285,-0.8424367308616638,1.2312867641448975
286,-1.1250237226486206,1.518637776374817
287,-1.0680654048919678,0.8944488763809204
288,-1.2704414129257202,1.3609318733215332
289,-1.007906436920166,1.3772097826004028
290,-0.8840717077255249,1.6281764507293701
291,-0.6604142189025879,2.170043468475342
292,-0.19208547472953796,2.2880020141601562
293,-1.2466086149215698,3.077238082885742
294,-1.6761581897735596,2.0889925956726074
295,-2.2384870052337646,0.9479013681411743
296,-1.1537275314331055,1.9474599361419678
297,-1.1638514995574951,2.09780216217041
298,-0.42429789900779724,1.7845075130462646
299,-0.5298320055007935,2.114393711090088
300,-1.5939027070999146,2.238964557647705
301,-1.35441255569458,2.6351442337036133
302,-1.4067049026489258,1.5377371311187744
303,-2.0683677196502686,2.665736675262451
304,-1.0163476467132568,2.082418203353882
305,-0.7537845373153687,1.8410797119140625
306,-0.6788339018821716,1.2429304122924805
307,-0.875445544719696,1.8937900066375732
308,-1.2310975790023804,1.361732006072998
309,-1.2420216798782349,2.3788185119628906
310,-1.0971615314483643,0.7300360202789307
311,-1.0612963438034058,2.028959274291992
312,-0.8571241497993469,1.8804606199264526
313,-1.0175132751464844,1.0379035472869873
314,-1.0680885314941406,1.5219690799713135
315,-0.8312699794769287,1.0121943950653076
316,-1.8490790128707886,3.715038776397705
317,-1.529755711555481,1.5906414985656738
318,-1.0208468437194824,1.6976499557495117
319,-0.8322290182113647,2.138442039489746
320,-1.1660221815109253,1.876889705657959
321,-1.513624906539917,2.3334438800811768
322,-1.3045405149459839,0.9963412880897522
323,-0.9444737434387207,0.9947652816772461
324,-1.1647471189498901,1.7767753601074219
325,-1.5147900581359863,2.115582227706909
326,-0.5462629199028015,1.031996726989746
327,-1.1219838857650757,2.766326665878296
328,-1.1322205066680908,0.9928569793701172
329,-2.172936201095581,2.1467294692993164
330,-1.3458943367004395,2.760615348815918
331,-1.7033723592758179,2.921552896499634
332,-0.9230594635009766,1.1737109422683716
333,-1.483351469039917,2.2910139560699463
334,-0.9570571780204773,1.1370904445648193
335,-1.113592267036438,1.7773945331573486
336,-0.9871150851249695,0.6862363219261169
337,-1.8570687770843506,0.8778001070022583
338,-0.8572136759757996,0.23189233243465424
339,-1.0436598062515259,1.337249994277954
340,-0.9965994358062744,2.0893423557281494
341,-1.145124077796936,3.842381000518799
342,-0.9304423332214355,2.235568046569824
343,-0.976762056350708,2.423449993133545
344,-1.5538183450698853,1.9655423164367676
345,-2.1148030757904053,1.4611015319824219
346,-1.9590002298355103,3.3696043491363525
347,-2.051901340484619,2.5046944618225098
348,-0.6337381601333618,1.4342427253723145
349,-0.7245873808860779,1.4323532581329346
350,-0.5296650528907776,1.9017393589019775
351,-1.2530444860458374,3.213094711303711
352,-0.8485085964202881,1.3711740970611572
353,-1.2640529870986938,1.9550458192825317
354,-1.0829671621322632,3.4909420013427734
355,-0.953775942325592,2.0972161293029785
356,-1.7154611349105835,1.748442530632019
357,-0.8918532729148865,1.482551097869873
358,-1.6506142616271973,2.4747509956359863
359,-1.4126896858215332,1.453662633895874
360,-1.011520266532898,3.5000405311584473
361,-0.7526038289070129,2.270538330078125
362,-0.6688915491104126,2.084240674972534
363,-1.7286931276321411,3.335092782974243
364,-2.4715001583099365,2.43328857421875
365,-2.4150636196136475,2.0328688621520996
366,-2.145789861679077,4.0037617683410645
367,-0.37006446719169617,1.0295522212982178
368,-0.7599923014640808,1.9713356494903564
369,-0.9054530262947083,3.584900140762329
370,-0.877638041973114,1.8287038803100586
371,-1.714770793914795,1.1403849124908447
372,-1.5536373853683472,2.6550631523132324
373,-1.1954913139343262,1.9037256240844727
374,-1.0417873859405518,1.8974883556365967
375,-0.943477988243103,2.4195432662963867
376,-0.7004699110984802,1.5222961902618408
377,-0.7475348711013794,1.3484127521514893
378,-1.2985355854034424,1.696995496749878
379,-1.1796066761016846,1.5669496059417725
380,-1.1977518796920776,1.9786877632141113
381,-0.685371994972229,1.2879350185394287
382,-1.6162904500961304,1.097616195678711
383,-0.8908119201660156,0.8666141033172607
384,-1.0354231595993042,1.928201675415039
385,-1.0788354873657227,3.191040515899658
386,-0.5689204931259155,1.286513328552246
387,-0.9103856086730957,1.227913737297058
388,-0.8402073383331299,1.403315544128418
389,-1.317891240119934,0.8158336877822876
390,-1.4163880348205566,2.061863899230957
391,-1.0940650701522827,2.6104822158813477
392,-1.1769524812698364,1.4310797452926636
393,-0.929678201675415,1.171342372894287
394,-1.5245307683944702,2.435133457183838
395,-1.6427130699157715,2.1358203887939453
396,-1.9385747909545898,2.557831048965454
397,-1.2609190940856934,2.563755512237549
398,-1.1074165105819702,1.682539701461792
399,-0.9590429663658142,3.084106206893921
400,-1.2234553098678589,2.3762874603271484
401,-1.1045085191726685,1.4122233390808105
402,-1.493472695350647,2.5524892807006836
403,-0.8257310390472412,0.424710750579834
404,-1.2200801372528076,1.8006585836410522
405,-1.1967676877975464,0.8651990294456482
406,-1.2800352573394775,1.9218393564224243
407,-1.1717324256896973,1.630363941192627
408,-0.9437747001647949,1.4884388446807861
409,-0.8697845935821533,1.8856875896453857
410,-1.2419382333755493,2.0605738162994385
411,-1.1203616857528687,1.4124267101287842
412,-1.0203614234924316,1.2708271741867065
413,-1.41682767868042,1.7283262014389038
414,-1.2024143934249878,1.9515997171401978
415,-1.245906114578247,1.5427815914154053
416,-1.0798242092132568,0.988892674446106
417,-1.0919800996780396,1.4965280294418335
418,-0.8042886257171631,0.4734446704387665
419,-1.3400158882141113,1.2533619403839111
420,-1.5172582864761353,1.2444192171096802
421,-1.7886499166488647,0.8432571887969971
422,-1.3736120462417603,2.1928458213806152
423,-0.9400520920753479,2.5930542945861816
424,-0.6072515249252319,1.6156878471374512
425,-0.9704525470733643,2.4086289405822754
426,-0.767436683177948,2.5999550819396973
427,-1.247422218322754,0.9955931305885315
428,-1.8741756677627563,2.2172322273254395
429,-1.5098867416381836,0.8644407987594604
430,-1.4499393701553345,2.386557102203369
431,-1.1112083196640015,2.275986433029175
432,-1.3472403287887573,2.3329110145568848
433,-0.8780716061592102,1.096165418624878
434,-0.9125418663024902,1.766379714012146
435,-1.041290283203125,1.2090590000152588
436,-1.7622854709625244,1.2913625240325928
437,-1.4292751550674438,2.3005776405334473
438,-1.3457468748092651,2.020209312438965
439,-1.2453111410140991,2.6706252098083496
440,-1.305617332458496,0.7591594457626343
441,-1.342496395111084,2.558871269226074
442,-1.6986562013626099,1.0616527795791626
443,-1.220528244972229,1.6004693508148193
444,-0.8384611010551453,2.520296096801758
445,-0.7381619811058044,1.9707798957824707
446,-0.2678706645965576,3.0288524627685547
447,-0.36865606904029846,1.798074722290039
448,-1.5121873617172241,3.384638786315918
449,-1.5788806676864624,1.4574272632598877
450,-1.9188942909240723,2.0723180770874023
451,-1.1034228801727295,1.9402947425842285
452,-0.5389767289161682,1.0892462730407715
453,-1.3730889558792114,1.5056235790252686
454,-0.7239771485328674,1.1194427013397217
455,-1.0458265542984009,1.458082914352417
456,-1.3569751977920532,4.283296585083008
457,-0.7815192937850952,2.087998390197754
458,-1.2423365116119385,2.854325294494629
459,-1.045334815979004,0.40839439630508423
460,-1.5653060674667358,2.465968370437622
461,-1.5305927991867065,1.0943820476531982
462,-1.403126835823059,1.0681816339492798
463,-1.389245629310608,2.9980764389038086
464,-0.6639605760574341,1.0252290964126587
465,-1.684464454650879,2.3698787689208984
466,-1.215638518333435,1.2584645748138428
467,-1.8114210367202759,1.791480541229248
468,-1.0195976495742798,1.4165823459625244
469,-0.9316136837005615,1.7954272031784058
470,-0.8858337998390198,1.0556739568710327
471,-1.0458829402923584,1.390249252319336
472,-1.044571876525879,1.414919376373291
473,-1.067389726638794,1.0678786039352417
474,-1.6863303184509277,1.1684820652008057
475,-1.4621615409851074,2.6204209327697754
476,-0.8041621446609497,2.312833070755005
