Progress,Power,TOT_INS_PER_CYC,L3_TCM_PER_TCA,TOT_STL_PER_CYC,Action,Reward,Next_Progress,Next_Power,Next_TOT_INS_PER_CYC,Next_L3_TCM_PER_TCA,Next_STL_PER_CYC
0,0,0,0,0,165.0,0.24123519753530767,0.9345,0.9134,0.16093049329982712,0.8794304364362876,0.8694545387951923
0.9345,0.9134,0.16093049329982712,0.8794304364362876,0.8694545387951923,95.0,0.2820583408264429,0.8362,0.5597,0.18291353328375703,0.8799995194971226,0.857890073774831
0.8362,0.5597,0.18291353328375703,0.8799995194971226,0.857890073774831,136.0,0.2836466511064064,0.8935,0.679,0.16917717309623465,0.8800526391241049,0.8486312552721758
0.8935,0.679,0.16917717309623465,0.8800526391241049,0.8486312552721758,83.0,2.635409807051404,0.7674,0.0463,0.19452669320677202,0.8821558837570563,0.8336596914582575
0.7674,0.0463,0.19452669320677202,0.8821558837570563,0.8336596914582575,89.0,1.073470688532992,0.7963,0.127,0.2008010387370806,0.8797250533530939,0.8313653179016517
0.7963,0.127,0.2008010387370806,0.8797250533530939,0.8313653179016517,141.0,0.34025414995529624,0.9045,0.5872,0.16951041627028457,0.8796209743083541,0.8603756021407454
0.9045,0.5872,0.16951041627028457,0.8796209743083541,0.8603756021407454,101.0,0.649178302718796,0.8523,0.2575,0.18278709909673863,0.8789966165253831,0.8456797002380882
0.8523,0.2575,0.18278709909673863,0.8789966165253831,0.8456797002380882,83.0,2.1334693918987084,0.7879,0.0619,0.20610220017952227,0.8800196974893585,0.8470059864820282
0.7879,0.0619,0.20610220017952227,0.8800196974893585,0.8470059864820282,153.0,0.24554703482588944,0.9254,0.8714,0.17301081145384928,0.880186808159376,0.8509835903399898
0.9254,0.8714,0.17301081145384928,0.880186808159376,0.8509835903399898,101.0,0.6201057284175625,0.8466,0.2642,0.18167126967762537,0.8789486330914313,0.8542227434605134
0.8466,0.2642,0.18167126967762537,0.8789486330914313,0.8542227434605134,107.0,0.5079537070693284,0.8536,0.3306,0.18641914644979257,0.879809049294322,0.843816543863027
0.8536,0.3306,0.18641914644979257,0.879809049294322,0.843816543863027,101.0,0.6488103528561224,0.8599,0.2646,0.19159325271541813,0.8809385964784902,0.8567133209400262
0.8599,0.2646,0.19159325271541813,0.8809385964784902,0.8567133209400262,83.0,2.0694439143042986,0.7837,0.0628,0.20628716445862438,0.878850565536807,0.8432875575406702
0.7837,0.0628,0.20628716445862438,0.878850565536807,0.8432875575406702,147.0,0.26786722874754093,0.9184,0.7808,0.17332572634896456,0.8789704994622255,0.8507016230344928
0.9184,0.7808,0.17332572634896456,0.8789704994622255,0.8507016230344928,83.0,2.415135107833087,0.7851,0.0541,0.19502340251552472,0.880720487743981,0.8542133171218604
0.9181,0.7288,0.1764493058525926,0.8798155860166355,0.8630023597405845,89.0,1.100376303680982,0.81,0.1304,0.18845078499483997,0.8797519362586044,0.8555481255481001
0.81,0.1304,0.18845078499483997,0.8797519362586044,0.8555481255481001,78.0,8.681137920000003,0.728,0.012,0.21036203996865716,0.8790745443125116,0.8204220490578059
0.728,0.012,0.21036203996865716,0.8790745443125116,0.8204220490578059,136.0,0.2899946246027595,0.8963,0.6704,0.17792378439515164,0.88048084790969,0.8393288143743615
