App,Progress,Power,TOT_INS_PER_CYC,L3_TCM_PER_TCA,TOT_STL_PER_CYC,Action,Reward,Next_Progress,Next_Power,Next_TOT_INS_PER_CYC,Next_L3_TCM_PER_TCA,Next_STL_PER_CYC
ones-stream-full,0,0,0,0,0,101.0,0.6099313713048833,52.5878810103957,99.57488436986229,0.1824743348140614,0.931838338179232,0.7308490656695327
ones-stream-full,52.5878810103957,99.57488436986229,0.1824743348140614,0.931838338179232,0.7308490656695327,95.0,0.29785472903891197,50.87581572499454,95.38168484988199,0.19356406157815548,0.931748563620777,0.8619773015922925
ones-stream-full,50.87581572499454,95.38168484988199,0.19356406157815548,0.931748563620777,0.8619773015922925,165.0,-0.9624473004185488,54.88920878373073,156.32462951537204,0.1600477131609362,0.9291507032919882,0.7987468699345297
ones-stream-full,54.88920878373073,156.32462951537204,0.1600477131609362,0.9291507032919882,0.7987468699345297,147.0,-0.07496664648220985,57.38704028021016,147.0594881276643,0.15931305577885613,0.9313540209218432,0.835661835210229
ones-stream-full,57.38704028021016,147.0594881276643,0.15931305577885613,0.9313540209218432,0.835661835210229,124.0,0.3691817495100045,55.75974794272876,123.93253188926168,0.16915483307966872,0.9302740483503626,0.8316249271360748
ones-stream-full,55.75974794272876,123.93253188926168,0.16915483307966872,0.9302740483503626,0.8316249271360748,101.0,0.8134055190062535,53.50219185299075,101.24739975600691,0.18471067940448266,0.9311339399821786,0.8143932638850859
ones-stream-full,53.50219185299075,101.24739975600691,0.18471067940448266,0.9311339399821786,0.8143932638850859,78.0,-0.7168855153683413,44.428362609056734,78.24745127052383,0.2051137340601184,0.9296560698500395,0.8612351679457946
ones-stream-full,44.428362609056734,78.24745127052383,0.2051137340601184,0.9296560698500395,0.8612351679457946,153.0,0.08147869713761757,58.67800783435926,152.4565417422075,0.16763283668149737,0.9307180659262471,0.8398223622870147
ones-stream-full,58.67800783435926,152.4565417422075,0.16763283668149737,0.9307180659262471,0.8398223622870147,89.0,0.5354962605259983,50.48755356540999,89.27933961761651,0.19060035536412778,0.9302217242822862,0.8715275943370927
ones-stream-full,50.48755356540999,89.27933961761651,0.19060035536412778,0.9302217242822862,0.8715275943370927,124.0,0.6900418807920214,56.727312072276774,123.25706508604253,0.1796809582504511,0.9302665610242317,0.8791603520542279
ones-stream-full,56.727312072276774,123.25706508604253,0.1796809582504511,0.9302665610242317,0.8791603520542279,83.0,0.35505950044238954,48.83400668304439,83.46687684001327,0.1923080904549508,0.9330580191832477,0.7674087929808493
ones-stream-full,48.83400668304439,83.46687684001327,0.1923080904549508,0.9330580191832477,0.7674087929808493,78.0,-0.6341067596505283,44.72874632086337,78.36318709693711,0.21149692215014881,0.9289080368508142,0.8586687951424017
ones-stream-full,44.72874632086337,78.36318709693711,0.21149692215014881,0.9289080368508142,0.8586687951424017,89.0,0.6381332801510364,50.83173071648686,89.48604810292788,0.20343881698105196,0.9301160789824958,0.8637897425320935
ones-stream-full,50.83173071648686,89.48604810292788,0.20343881698105196,0.9301160789824958,0.8637897425320935,107.0,0.7913202917838564,54.32754779545101,106.40358661322546,0.18525564310659637,0.931155197892487,0.8034536417682041
ones-stream-full,54.32754779545101,106.40358661322546,0.18525564310659637,0.931155197892487,0.8034536417682041,95.0,0.8961034140804234,52.720741103862636,95.53790030149156,0.1937685097393948,0.9315875207581189,0.8720360512832697
ones-stream-full,52.720741103862636,95.53790030149156,0.1937685097393948,0.9315875207581189,0.8720360512832697,165.0,-0.0401677823943718,59.21732741682146,160.47115649296518,0.1682383927062142,0.9289574524711686,0.847417923841943
