time,scope,value
1772514397.3119898,0,63.94421612459226
1772514397.3119898,1,62.87353333075803
1772514398.312075,0,63.32284498405525
1772514398.312075,1,61.21626898377324
1772514399.3121924,0,60.935505727499944
1772514399.3121924,1,63.34582528404995
1772514400.3122976,0,60.974208452171524
1772514400.3122976,1,61.069439516324074
1772514401.3124287,0,62.56513581051973
1772514401.3124287,1,61.262035780933765
1772514402.311568,0,60.83909180675528
1772514402.311568,1,63.24849912651303
1772514403.3116667,0,61.43386221010878
1772514403.3116667,1,61.167694285518216
1772514404.3117747,0,62.087860416804894
1772514404.3117747,1,61.145342453152686
1772514405.3119023,0,61.08686935258028
1772514405.3119023,1,61.16725207304125
1772514406.3120298,0,62.559282792529835
1772514406.3120298,1,61.40821901873748
1772514407.3121498,0,59.651543625351984
1772514407.3121498,1,61.8281990344043
1772514408.3122718,0,60.78412233728683
1772514408.3122718,1,59.73370463788306
1772514409.3124087,0,61.297666276765995
1772514409.3124087,1,59.29621864854691
1772514410.3115585,0,59.336916513183866
1772514410.3115585,1,61.240247658813495
1772514411.3116796,0,59.2828930894141
1772514411.3116796,1,59.442528174352304
1772514412.3118467,0,61.54529761410748
1772514412.3118467,1,59.872474713708755
1772514413.3120115,0,59.219825580442695
1772514413.3120115,1,61.01169633640055
1772514414.3121614,0,59.14651540382209
1772514414.3121614,1,59.240652087311545
1772514415.3122907,0,61.34842040754524
1772514415.3122907,1,59.31500480170803
1772514416.312413,0,59.11567669950946
1772514416.312413,1,61.05854713256837
1772514417.3115945,0,59.35293059253389
1772514417.3115945,1,59.35233539715921
1772514418.3135474,0,188.2603735793027
1772514418.3135474,1,161.55949410165874
1772514419.311606,0,144.56202599949273
1772514419.311606,1,142.7171779955582
1772514420.3115416,0,143.32931357208508
1772514420.3115416,1,150.30602246369457
1772514421.311641,0,148.04869648905031
1772514421.311641,1,145.7857899166527
1772514422.3116822,0,145.86814296405763
1772514422.3116822,1,145.96152214753246
1772514423.3115344,0,145.1385565429079
1772514423.3115344,1,149.79115434645135
1772514424.3116405,0,144.32050648928643
1772514424.3116405,1,147.02239992800202
1772514425.3116257,0,145.45303703094936
1772514425.3116257,1,145.35157768883286
1772514426.311535,0,147.84198014156058
1772514426.311535,1,144.24763182184563
1772514427.3116465,0,150.3811895904682
1772514427.3116465,1,143.79242433470785
1772514428.3116558,0,147.30644175714716
1772514428.3116558,1,146.01706761387274
1772514429.3116786,0,147.0140944369121
1772514429.3116786,1,148.15027410064783
1772514430.3115401,0,145.136723522223
1772514430.3115401,1,149.45892595408532
1772514431.3116758,0,147.52369848117328
1772514431.3116758,1,146.9786845236345
1772514432.3116784,0,147.4706307720936
1772514432.3116784,1,146.09738805414614
1772514433.3115332,0,141.97114417493103
1772514433.3115332,1,146.25305051750394
1772514434.3115766,0,147.55258636959624
1772514434.3115766,1,144.89683219348774
1772514435.3116677,0,146.2992830934559
1772514435.3116677,1,143.86499565181015
1772514436.3116438,0,147.61498434350887
1772514436.3116438,1,147.81286839305398
1772514437.3115351,0,146.65450161795633
1772514437.3115351,1,144.8424234395887
1772514438.3116539,0,146.68259181833386
1772514438.3116539,1,149.3283533878499
1772514439.3116434,0,148.40412233853962
1772514439.3116434,1,146.18719851373658
1772514440.3115978,0,147.5698637441938
1772514440.3115978,1,145.0512962549052
1772514441.3115418,0,144.5024003636042
1772514441.3115418,1,148.16125873810734
1772514442.3116739,0,143.75189319706786
1772514442.3116739,1,147.2709788198694
1772514443.3116624,0,146.3044580621105
1772514443.3116624,1,147.10062440452384
1772514444.3114853,0,143.448979012231
1772514444.3114853,1,148.9382017329908
1772514445.3116012,0,148.36080311626873
1772514445.3116012,1,143.24857585189062
1772514446.3116446,0,146.60985990500615
1772514446.3116446,1,146.91928867504808
1772514447.3116279,0,150.35914687390257
1772514447.3116279,1,146.84710125633026
1772514448.311535,0,145.6867667125197
1772514448.311535,1,145.97093852902532
1772514449.3115454,0,144.7382405354428
1772514449.3115454,1,146.40198395011348
1772514450.3117228,0,146.1298614215555
1772514450.3117228,1,147.98621213492254
1772514451.3116822,0,145.76402323378576
1772514451.3116822,1,146.79909844570741
1772514452.3115344,0,145.2335384452414
1772514452.3115344,1,150.37540276176358
1772514453.311692,0,149.74059338333197
1772514453.311692,1,151.80774374219197
1772514454.3117006,0,146.5583834393703
1772514454.3117006,1,148.92629982559203
1772514455.311534,0,147.24915567942793
