App,Progress,Power,TOT_INS_PER_CYC,L3_TCM_PER_TCA,TOT_STL_PER_CYC,Action,Reward,Next_Progress,Next_Power,Next_TOT_INS_PER_CYC,Next_L3_TCM_PER_TCA,Next_STL_PER_CYC
ones-stream-triad,0,0,0,0,0,101.0,-1.581580015595537,181.56767169541786,101.17294512929567,0.1848532760343948,0.9363291080717518,0.8300825868449397
ones-stream-triad,181.56767169541786,101.17294512929567,0.1848532760343948,0.9363291080717518,0.8300825868449397,141.0,-3.233227863453398,196.82789366245103,140.97323207282454,0.1670754513493668,0.9360056647388739,0.8598989525576313
ones-stream-triad,196.82789366245103,140.97323207282454,0.1670754513493668,0.9360056647388739,0.8598989525576313,107.0,-2.1405256548035574,182.92572759291377,106.55167989729198,0.176214442015312,0.9357024161858951,0.8528110154800664
ones-stream-triad,182.92572759291377,106.55167989729198,0.176214442015312,0.9357024161858951,0.8528110154800664,141.0,-4.023400679782772,193.92711049019402,141.16490370026702,0.16506011980822402,0.9360040418088404,0.8580029766449864
ones-stream-triad,193.92711049019402,141.16490370026702,0.16506011980822402,0.9360040418088404,0.8580029766449864,118.0,-0.5833833838844722,194.78493517140575,118.76145361054321,0.173352624865234,0.9349381326119139,0.8578075797878701
ones-stream-triad,194.78493517140575,118.76145361054321,0.173352624865234,0.9349381326119139,0.8578075797878701,130.0,-1.368318943237854,198.1553143767986,130.0722723905341,0.17096786724138266,0.9377964568177944,0.8635596968485537
ones-stream-triad,198.1553143767986,130.0722723905341,0.17096786724138266,0.9377964568177944,0.8635596968485537,83.0,-0.9917937457285726,172.11284597550215,83.61653771697219,0.19634518490980615,0.9360369027857325,0.8427263294439038
ones-stream-triad,172.11284597550215,83.61653771697219,0.19634518490980615,0.9360369027857325,0.8427263294439038,141.0,-2.556752154263388,199.46992731106855,141.2996298112205,0.1732076820061652,0.9363130191796607,0.8687524061738713
ones-stream-triad,199.46992731106855,141.2996298112205,0.1732076820061652,0.9363130191796607,0.8687524061738713,95.0,0.36737416674018064,183.4357381850234,94.74301045966217,0.18741864546200793,0.9355433531835686,0.8560130571371387
ones-stream-triad,183.4357381850234,94.74301045966217,0.18741864546200793,0.9355433531835686,0.8560130571371387,112.0,-0.45507596736626077,191.3765428870038,111.92681967502375,0.182927120440804,0.9374497001357105,0.8630698702026136
ones-stream-triad,191.3765428870038,111.92681967502375,0.182927120440804,0.9374497001357105,0.8630698702026136,95.0,0.023924830246655482,182.7623259766008,95.2454350504801,0.19172103850402294,0.9351879793665527,0.8505105480709352
ones-stream-triad,182.7623259766008,95.2454350504801,0.19172103850402294,0.9351879793665527,0.8505105480709352,130.0,-1.9997122088870443,196.30740428718525,130.70400977136453,0.1747443965711264,0.9367237645144493,0.8626647502902955
ones-stream-triad,196.30740428718525,130.70400977136453,0.1747443965711264,0.9367237645144493,0.8626647502902955,124.0,-1.5747857497600681,194.11334037930823,123.58388266731626,0.17020211712631655,0.9368332797196689,0.8648942994673808
ones-stream-triad,194.11334037930823,123.58388266731626,0.17020211712631655,0.9368332797196689,0.8648942994673808,95.0,-0.1204640213900614,181.67777705585516,94.21165939827239,0.18804418562124584,0.9358629826584786,0.844227770026835
ones-stream-triad,181.67777705585516,94.21165939827239,0.18804418562124584,0.9358629826584786,0.844227770026835,101.0,-0.012879585598824406,185.67082779991148,100.04185095036172,0.19128009716343336,0.9368966567281831,0.8607109596784142
ones-stream-triad,185.67082779991148,100.04185095036172,0.19128009716343336,0.9368966567281831,0.8607109596784142,101.0,-0.33124316942748955,185.26486892378367,100.92942945754925,0.18871264770896706,0.9345437498096001,0.8528799984850635
ones-stream-triad,185.26486892378367,100.92942945754925,0.18871264770896706,0.9345437498096001,0.8528799984850635,78.0,-1.1772932164674703,167.4757439991038,77.76510406069931,0.20756175474765587,0.9362674407323488,0.8465161930254996
ones-stream-triad,167.4757439991038,77.76510406069931,0.20756175474765587,0.9362674407323488,0.8465161930254996,83.0,-0.4927066108091154,173.31476622383835,83.28694648227906,0.20957943773386367,0.9364732947674088,0.848204391805381
ones-stream-triad,173.31476622383835,83.28694648227906,0.20957943773386367,0.9364732947674088,0.848204391805381,118.0,-0.32655599724614337,195.52497494347713,118.61677338590222,0.18437458427879583,0.9365875626836367,0.8590823592042212
ones-stream-triad,195.52497494347713,118.61677338590222,0.18437458427879583,0.9365875626836367,0.8590823592042212,107.0,-0.2219588696724113,189.33345370830136,107.1552111533211,0.1829829788414479,0.9375806775354767,0.8711826354190136
ones-stream-triad,189.33345370830136,107.1552111533211,0.1829829788414479,0.9375806775354767,0.8711826354190136,159.0,-2.857143280097056,203.7966084924924,153.21165926127847,0.17008549857550487,0.9359633189780427,0.8790411764740543
ones-stream-triad,203.7966084924924,153.21165926127847,0.17008549857550487,0.9359633189780427,0.8790411764740543,118.0,-2.5476148473309923,193.17907158365583,128.2838658023088,0.1714281817099575,0.935957762690735,0.8745772477844083
ones-stream-triad,193.17907158365583,128.2838658023088,0.1714281817099575,0.935957762690735,0.8745772477844083,83.0,-0.5975105362042186,172.24006996109915,82.17029897108975,0.19708248497617667,0.9371179702379102,0.8519893619520436
ones-stream-triad,172.24006996109915,82.17029897108975,0.19708248497617667,0.9371179702379102,0.8519893619520436,159.0,-3.9805008991535247,199.24014915801723,152.6988080524735,0.1745844134770462,0.9361075860229823,0.8629001936294689
ones-stream-triad,199.24014915801723,152.6988080524735,0.1745844134770462,0.9361075860229823,0.8629001936294689,89.0,-2.6051310282700504,177.45407100664494,99.7509259603493,0.18503496220865967,0.9356917444392852,0.8563477151623531
ones-stream-triad,177.45407100664494,99.7509259603493,0.18503496220865967,0.9356917444392852,0.8563477151623531,147.0,-2.3634399060104987,203.70423480672252,148.91644755480155,0.1734682545039586,0.9362909078580186,0.8777590373110795
ones-stream-triad,203.70423480672252,148.91644755480155,0.1734682545039586,0.9362909078580186,0.8777590373110795,78.0,-2.3634399060104987,203.70423480672252,148.91644755480155,0.1734682545039586,0.9362909078580186,0.8777590373110795
ones-stream-triad,0,0,0,0,0,107.0,0.6538194839656635,191.43550447784105,106.25216123163852,0.1819869655174923,0.934731073588622,0.8611242319152858
ones-stream-triad,191.43550447784105,106.25216123163852,0.1819869655174923,0.934731073588622,0.8611242319152858,153.0,-3.98080141900425,199.60995199856615,153.55338043893244,0.16463980433095937,0.9366183803400496,0.8626484886233217
ones-stream-triad,199.60995199856615,153.55338043893244,0.16463980433095937,0.9366183803400496,0.8626484886233217,141.0,-2.695774960951463,198.51404501029415,140.34477702712246,0.16121294621696913,0.9346952205126395,0.8714026227955014
ones-stream-triad,198.51404501029415,140.34477702712246,0.16121294621696913,0.9346952205126395,0.8714026227955014,118.0,-0.4531043385386013,194.0190581922472,116.61629417323903,0.16947038713151585,0.9350804226897615,0.8743298121426293
ones-stream-triad,194.0190581922472,116.61629417323903,0.16947038713151585,0.9350804226897615,0.8743298121426293,78.0,-4.479579472794752,157.59469462135303,77.87089985381681,0.17600930033121337,0.9374078045772298,0.5134849451419443
ones-stream-triad,157.59469462135303,77.87089985381681,0.17600930033121337,0.9374078045772298,0.5134849451419443,141.0,-2.374955280892131,199.67646568755802,140.34398390181352,0.16987265252694428,0.9332255034137257,0.8679028897352379
ones-stream-triad,199.67646568755802,140.34398390181352,0.16987265252694428,0.9332255034137257,0.8679028897352379,124.0,-1.3970739964917707,194.8890179587854,123.92852353495063,0.16593864962642169,0.9358125443091143,0.8664966890933017
ones-stream-triad,194.8890179587854,123.92852353495063,0.16593864962642169,0.9358125443091143,0.8664966890933017,112.0,-0.8838084133142994,189.92931374102838,111.7564664150716,0.1719419180477933,0.9362980334101447,0.8663540142769081
ones-stream-triad,189.92931374102838,111.7564664150716,0.1719419180477933,0.9362980334101447,0.8663540142769081,124.0,-1.38584517766445,194.5635626698983,123.23754518185135,0.16800167612558295,0.9338922916197732,0.8707141610171527
