Progress,Power,TOT_INS_PER_CYC,L3_TCM_PER_TCA,TOT_STL_PER_CYC,Action,Reward,Next_Progress,Next_Power,Next_TOT_INS_PER_CYC,Next_L3_TCM_PER_TCA,Next_STL_PER_CYC
273.3395316505192,123.97552423213388,0.1652799958369583,0.8873697932923845,0.8832494307195334,153.0,[-0.73520386  0.98995817],284.5846884541445,152.40570214851334,0.1658192364481001,0.8873697932923845,0.8841546585090247
275.026305171063,128.2400509195908,0.16536088192862955,0.8873328724615128,0.8833852148879571,124.0,[-0.05690862  0.9113264 ],284.6083552823474,152.40570214851334,0.1658192364481001,0.8873328724615128,0.884924773559132
274.52027311489985,126.96069291335372,0.16533661610112815,0.8872701070490312,0.8833444796374299,153.0,[-0.71047586  0.99106145],284.60125523388655,152.40570214851334,0.1658192364481001,0.8873031909851967,0.8846937390440998
274.16605067558567,126.06514230898777,0.16548140220521973,0.8872592551964595,0.8833159649620609,89.0,[-0.71047586  0.99106145],284.6436188563698,152.40570214851334,0.16600461492437277,0.8872493300156099,0.8860722449837919
273.9180949680657,125.43825688593161,0.16576813095435652,0.8872185749634938,0.8832960046893026,112.0,[0.20425749 0.8514403 ],284.67327339210806,152.40570214851334,0.16613437985776366,0.8872116273368991,0.8870371991415764
272.11726938187456,121.59121905746085,0.1659688410787523,0.8871900988004178,0.8827304627836268,165.0,[-0.7542248  1.0064764],279.6458942787042,140.46843074126807,0.1704174609027464,0.8872183193979672,0.8853492989002183
269.91464964300184,118.71340131361634,0.16610933816582932,0.8871327026948201,0.871339765598693,112.0,[0.21842536 0.8733978 ],276.1267288993215,132.11234075619637,0.1734156176342343,0.8872861404984047,0.8841677687312677
269.31485765432984,116.88382015684019,0.16620768612678324,0.887163072148512,0.8743610954201999,147.0,[0.21842536 0.8733978 ],273.6633131337536,126.07818650273121,0.17581447418570081,0.8873336152687109,0.8837070959030766
268.8950032622595,115.41822208318187,0.16627652969945098,0.887247467423786,0.876842424585329,159.0,[-0.8071661   0.99569046],271.9389220978561,121.8542785253056,0.17749367377172737,0.8874955639672668,0.8833846249233428
268.6011051878102,114.39230343162106,0.168342939311247,0.8874352604758193,0.8785793550009195,112.0,[0.23215388 0.868544  ],273.2704768865277,124.06984784232841,0.17619494016184045,0.887788735415613,0.8840503919707882
