1762789193.7597935,0,1000000000.0
1762789193.7597935,1,2100000000.0
1762789193.7597935,2,2100000000.0
1762789193.7597935,3,2100000000.0
1762789193.7597935,4,2100000000.0
1762789193.7597935,5,2100000000.0
1762789193.7597935,6,2100000000.0
1762789193.7597935,7,2100000000.0
1762789193.7597935,8,2100000000.0
1762789193.7597935,9,2100000000.0
1762789193.7597935,0,2100000000.0
1762789193.7597935,1,2100000000.0
1762789193.7597935,2,2100000000.0
1762789193.7597935,3,2100000000.0
1762789193.7597935,4,2100000000.0
1762789193.7597935,5,2100000000.0
1762789193.7597935,6,2100000000.0
1762789193.7597935,7,2100000000.0
1762789193.7597935,8,2100000000.0
1762789193.7597935,9,2100000000.0
1762789193.7597935,0,2100000000.0
1762789193.7597935,1,2100000000.0
1762789193.7597935,2,2100000000.0
1762789193.7597935,3,2100000000.0
1762789193.7597935,4,2100000000.0
1762789193.7597935,5,2100000000.0
1762789193.7597935,6,2100000000.0
1762789193.7597935,7,2100000000.0
1762789193.7597935,8,2100000000.0
1762789193.7597935,9,2100000000.0
1762789193.7597935,0,2100000000.0
1762789193.7597935,1,2100000000.0
1762789193.7597935,2,2100000000.0
1762789193.7597935,3,2100000000.0
1762789193.7597935,4,2100000000.0
1762789193.7597935,5,2100000000.0
1762789193.7597935,6,2100000000.0
1762789193.7597935,7,2100000000.0
1762789193.7597935,8,2100000000.0
1762789193.7597935,9,2100000000.0
1762789193.7597935,0,2100000000.0
1762789193.7597935,1,2100000000.0
1762789193.7597935,2,2100000000.0
1762789193.7597935,3,2100000000.0
1762789193.7597935,4,2100000000.0
1762789193.7597935,5,2100000000.0
1762789193.7597935,6,2100000000.0
1762789193.7597935,7,2100000000.0
1762789193.7597935,8,2100000000.0
1762789193.7597935,9,2100000000.0
1762789193.7597935,0,2100000000.0
1762789193.7597935,1,2100000000.0
1762789193.7597935,2,2100000000.0
1762789193.7597935,3,2100000000.0
1762789193.7597935,4,2100000000.0
1762789193.7597935,5,2100000000.0
1762789193.7597935,6,2100000000.0
1762789193.7597935,7,2100000000.0
1762789193.7597935,8,2100000000.0
1762789193.7597935,9,2100000000.0
1762789193.7597935,0,2100000000.0
1762789193.7597935,1,2100000000.0
1762789193.7597935,2,2100000000.0
1762789193.7597935,3,2100000000.0
1762789193.7597935,4,2100000000.0
1762789193.7597935,5,2100000000.0
1762789193.7597935,6,2100000000.0
1762789193.7597935,7,2100000000.0
1762789193.7597935,8,2100000000.0
1762789193.7597935,9,2100000000.0
1762789193.7597935,0,2100000000.0
1762789193.7597935,1,2100000000.0
1762789193.7597935,2,2100000000.0
1762789193.7597935,3,2100000000.0
1762789193.7597935,4,2100000000.0
1762789193.7597935,5,2100000000.0
1762789193.7597935,6,2100000000.0
1762789193.7597935,7,2100000000.0
1762789193.7597935,8,2100000000.0
1762789193.7597935,9,2100000000.0
1762789193.7597935,0,2100000000.0
1762789193.7597935,1,2100000000.0
1762789193.7597935,2,2100000000.0
1762789193.7597935,3,2100000000.0
1762789193.7597935,4,2100000000.0
1762789193.7597935,5,2100000000.0
1762789193.7597935,6,2100000000.0
1762789193.7597935,7,2100000000.0
1762789193.7597935,8,2100000000.0
1762789193.7597935,9,2100000000.0
1762789193.7597935,0,2100000000.0
1762789193.7597935,1,2100000000.0
1762789193.7597935,2,2100000000.0
1762789193.7597935,3,2100000000.0
1762789193.7597935,4,2100000000.0
1762789193.7597935,5,2100000000.0
1762789194.759539,0,1000000000.0
1762789194.759539,1,3200000000.0
1762789194.759539,2,1000000000.0
1762789194.759539,3,3200000000.0
1762789194.759539,4,3200000000.0
1762789194.759539,5,3200000000.0
1762789194.759539,6,3200000000.0
1762789194.759539,7,3200000000.0
1762789194.759539,8,3200000000.0
1762789194.759539,9,3200000000.0
1762789194.759539,0,3200000000.0
1762789194.759539,1,3200000000.0
1762789194.759539,2,3200000000.0
1762789194.759539,3,3200000000.0
1762789194.759539,4,3200000000.0
1762789194.759539,5,3200000000.0
1762789194.759539,6,3200000000.0
1762789194.759539,7,3200000000.0
1762789194.759539,8,3200000000.0
1762789194.759539,9,3200000000.0
1762789194.759539,0,3200000000.0
1762789194.759539,1,3200000000.0
1762789194.759539,2,3200000000.0
1762789194.759539,3,3200000000.0
1762789194.759539,4,3200000000.0
1762789194.759539,5,3200000000.0
1762789194.759539,6,3200000000.0
1762789194.759539,7,3200000000.0
1762789194.759539,8,3200000000.0
1762789194.759539,9,3200000000.0
1762789194.759539,0,3200000000.0
1762789194.759539,1,3200000000.0
1762789194.759539,2,3200000000.0
1762789194.759539,3,3200000000.0
1762789194.759539,4,3200000000.0
1762789194.759539,5,3200000000.0
1762789194.759539,6,3200000000.0
1762789194.759539,7,3200000000.0
1762789194.759539,8,3200000000.0
1762789194.759539,9,3200000000.0
1762789194.759539,0,3200000000.0
1762789194.759539,1,3200000000.0
1762789194.759539,2,3200000000.0
1762789194.759539,3,3200000000.0
1762789194.759539,4,3200000000.0
1762789194.759539,5,3200000000.0
1762789194.759539,6,3200000000.0
1762789194.759539,7,3200000000.0
1762789194.759539,8,3200000000.0
1762789194.759539,9,3200000000.0
1762789194.759539,0,3200000000.0
1762789194.759539,1,3200000000.0
1762789194.759539,2,3200000000.0
1762789194.759539,3,3200000000.0
1762789194.759539,4,3200000000.0
1762789194.759539,5,3200000000.0
1762789194.759539,6,3200000000.0
1762789194.759539,7,3200000000.0
1762789194.759539,8,3200000000.0
1762789194.759539,9,3200000000.0
1762789194.759539,0,3200000000.0
1762789194.759539,1,3200000000.0
1762789194.759539,2,3200000000.0
1762789194.759539,3,3200000000.0
1762789194.759539,4,3200000000.0
1762789194.759539,5,3200000000.0
1762789194.759539,6,3200000000.0
1762789194.759539,7,3200000000.0
1762789194.759539,8,3200000000.0
1762789194.759539,9,3200000000.0
1762789194.759539,0,3200000000.0
1762789194.759539,1,3200000000.0
1762789194.759539,2,3200000000.0
1762789194.759539,3,3200000000.0
1762789194.759539,4,3200000000.0
1762789194.759539,5,3200000000.0
1762789194.759539,6,3200000000.0
1762789194.759539,7,3200000000.0
1762789194.759539,8,3200000000.0
1762789194.759539,9,3200000000.0
1762789194.759539,0,3200000000.0
