time,actuator,value
1770012443.6672256,Actuator(ptr=c_void_p(271801056)),136.0
1770012451.70495,Actuator(ptr=c_void_p(271801056)),136.0
1770012459.7429779,Actuator(ptr=c_void_p(271801056)),136.0
1770012467.7806876,Actuator(ptr=c_void_p(271801056)),136.0
1770012475.820215,Actuator(ptr=c_void_p(271801056)),136.0
1770012483.8595362,Actuator(ptr=c_void_p(271801056)),136.0
1770012491.8969595,Actuator(ptr=c_void_p(271801056)),136.0
