time,scope,value
1762868922.9032674,0,47.91155432872901
1762868922.9032674,1,65.20571890922776
1762868923.902702,0,150.67211315555164
1762868923.902702,1,151.0186342505581
1762868924.902553,0,116.48264968849836
1762868924.902553,1,118.0625187949989
1762868925.9025888,0,117.35459393680135
1762868925.9025888,1,119.62029458945155
1762868926.9025939,0,118.79324602954257
1762868926.9025939,1,117.81079056472412
1762868927.9025867,0,118.68635321946651
1762868927.9025867,1,119.41329794246988
1762868928.9025402,0,116.80774700403899
1762868928.9025402,1,117.32851340285718
1762868929.9026275,0,117.931578439441
1762868929.9026275,1,116.59913020851674
1762868930.902617,0,118.53708133038808
1762868930.902617,1,113.8216537136019
1762868931.9025383,0,120.36189370422434
1762868931.9025383,1,117.77118648008117
1762868932.9026132,0,118.43634172881688
1762868932.9026132,1,116.19836196454513
1762868933.9026005,0,119.67632938489245
1762868933.9026005,1,117.72884889945476
1762868934.9025154,0,117.57686500450264
1762868934.9025154,1,118.14020603254919
1762868935.9025464,0,117.82379180309411
1762868935.9025464,1,119.31036188724276
1762868936.9025326,0,116.51164515696753
1762868936.9025326,1,116.72287439656894
1762868937.9025927,0,115.82322729693638
1762868937.9025927,1,118.84200326973769
1762868938.902594,0,118.14698928168961
1762868938.902594,1,117.97455388409591
1762868939.9025981,0,115.87200996390246
1762868939.9025981,1,118.85652257704132
1762868940.9025311,0,118.75358907052069
1762868940.9025311,1,119.14453786369
1762868941.9025886,0,114.41153997534119
1762868941.9025886,1,125.0446137547605
1762868942.9026108,0,117.97469601243495
1762868942.9026108,1,118.44165022087016
1762868943.9025276,0,115.97390602116444
1762868943.9025276,1,118.49542783196132
1762868944.902564,0,116.77415652319397
1762868944.902564,1,118.81276140950594
