time,actuator,value
1762348959.985096,Actuator(ptr=c_void_p(786698896)),83.0
1762348961.9968872,Actuator(ptr=c_void_p(786698896)),83.0
1762348964.0104437,Actuator(ptr=c_void_p(786698896)),83.0
1762348966.024547,Actuator(ptr=c_void_p(786698896)),83.0
1762348968.035942,Actuator(ptr=c_void_p(786698896)),83.0
1762348970.0498953,Actuator(ptr=c_void_p(786698896)),83.0
1762348972.0651758,Actuator(ptr=c_void_p(786698896)),83.0
1762348974.0805175,Actuator(ptr=c_void_p(786698896)),83.0
1762348976.0927258,Actuator(ptr=c_void_p(786698896)),83.0
1762348978.1068203,Actuator(ptr=c_void_p(786698896)),83.0
