time,actuator,value
1764012808.702124,Actuator(ptr=c_void_p(330534064)),165.0
1764012810.708952,Actuator(ptr=c_void_p(330534064)),78.0
1764012812.7111332,Actuator(ptr=c_void_p(330534064)),124.0
1764012814.7068775,Actuator(ptr=c_void_p(330534064)),83.0
1764012816.7066314,Actuator(ptr=c_void_p(330534064)),124.0
1764012818.7053838,Actuator(ptr=c_void_p(330534064)),95.0
1764012820.7073576,Actuator(ptr=c_void_p(330534064)),124.0
1764012822.707344,Actuator(ptr=c_void_p(330534064)),95.0
1764012824.7063413,Actuator(ptr=c_void_p(330534064)),95.0
1764012826.7053075,Actuator(ptr=c_void_p(330534064)),95.0
1764012828.7071872,Actuator(ptr=c_void_p(330534064)),95.0
1764012830.7061977,Actuator(ptr=c_void_p(330534064)),95.0
1764012832.705555,Actuator(ptr=c_void_p(330534064)),95.0
1764012834.706546,Actuator(ptr=c_void_p(330534064)),95.0
