Progress,Power,TOT_INS_PER_CYC,L3_TCM_PER_TCA,TOT_STL_PER_CYC,Action,Reward,Next_Progress,Next_Power,Next_TOT_INS_PER_CYC,Next_L3_TCM_PER_TCA,Next_STL_PER_CYC
236.83218507283152,82.78345531660325,0.21532526985515466,0.8840567006611207,0.8318265622363397,101.0,1.0016239481273954,236.83218507283152,82.78345531660325,0.21532526985515466,0.8840567006611207,0.8318265622363397
282.1983973133502,149.53367564407333,0.17085734120774573,0.8842546191141263,0.8597467401196649,89.0,-6.085918300611101,282.1983973133502,149.53367564407333,0.17085734120774573,0.8842546191141263,0.8597467401196649
275.25552332231774,136.2525407405387,0.18040315301479926,0.8836314678590881,0.8495839334882556,130.0,-0.28031214215136324,275.25552332231774,136.2525407405387,0.18040315301479926,0.8836314678590881,0.8495839334882556
278.3134537039492,142.74871584347133,0.17310640962854937,0.8823267653617983,0.8540858127853557,159.0,0.49792259780568277,278.3134537039492,142.74871584347133,0.17310640962854937,0.8823267653617983,0.8540858127853557
281.47744263611224,165.9534504783488,0.1646642514576695,0.8848711750375942,0.8537938053486229,118.0,-2.728619891220937,281.47744263611224,165.9534504783488,0.1646642514576695,0.8848711750375942,0.8537938053486229
284.6084660522546,167.84044986293355,0.16359286025697065,0.8836728063919118,0.8582557564555024,95.0,-6.537640538953088,284.6084660522546,167.84044986293355,0.16359286025697065,0.8836728063919118,0.8582557564555024
286.6642258828792,164.16248466360437,0.16558038458249585,0.8836489521811228,0.8665828558833839,153.0,-0.3918546557358501,286.6642258828792,164.16248466360437,0.16558038458249585,0.8836489521811228,0.8665828558833839
285.6008046308944,161.19671993756984,0.16581840286580207,0.8836265127418704,0.8585757404919487,107.0,-3.861217813865435,285.6008046308944,161.19671993756984,0.16581840286580207,0.8836265127418704,0.8585757404919487
276.3198092970929,133.82878514027408,0.178984717210736,0.8831721740258225,0.8495841364299135,124.0,-0.4880681998337992,276.3198092970929,133.82878514027408,0.178984717210736,0.8831721740258225,0.8495841364299135
281.7399216433312,146.57259084123478,0.1686597069103042,0.882727249740006,0.8621696483150958,165.0,0.5372707154236716,281.7399216433312,146.57259084123478,0.1686597069103042,0.882727249740006,0.8621696483150958
269.64690990401016,120.7128803842719,0.19382452154865062,0.8825159342907443,0.8469541687870824,124.0,0.1554400878868563,269.64690990401016,120.7128803842719,0.19382452154865062,0.8825159342907443,0.8469541687870824
279.30509726297913,151.65018260038661,0.17041305987897337,0.8836845186571884,0.8551343615435485,124.0,-1.402853617861398,279.30509726297913,151.65018260038661,0.17041305987897337,0.8836845186571884,0.8551343615435485
269.4838249411925,122.12834339620525,0.18084804896709178,0.88392007188447,0.8502580976106774,124.0,0.0883991738862923,269.4838249411925,122.12834339620525,0.18084804896709178,0.88392007188447,0.8502580976106774
280.0277544910577,142.62240158379845,0.1774280512269212,0.8828249443354492,0.8601827510027136,159.0,0.5079934644654011,280.0277544910577,142.62240158379845,0.1774280512269212,0.8828249443354492,0.8601827510027136
211.98436967103945,80.49298161914471,0.21226736705494337,0.8837961696838941,0.8210999671508019,124.0,2.0793154665720675,271.082958370574,122.19516517843608,0.2001593707489506,0.8834016256254462,0.8475245232305127
271.082958370574,122.19516517843608,0.2001593707489506,0.8834016256254462,0.8475245232305127,159.0,0.9770759508968382,259.06506358299526,157.5592836574947,0.18332760482723442,0.89691814292947,0.8668754999304961
259.06506358299526,157.5592836574947,0.18332760482723442,0.89691814292947,0.8668754999304961,83.0,-3.0538394716399653,167.97719740763068,85.02576068254739,0.17614725218663432,0.9330994156195409,0.8633859257569644
167.97719740763068,85.02576068254739,0.17614725218663432,0.9330994156195409,0.8633859257569644,83.0,-0.08549469406225164,170.51147245236044,82.72142881083283,0.19564638230254996,0.9322299987312394,0.8568503438821305
170.51147245236044,82.72142881083283,0.19564638230254996,0.9322299987312394,0.8568503438821305,107.0,0.7648449315266315,189.91484434721067,105.94726668818976,0.19252155819680783,0.9328198983682775,0.8557910492262167
189.91484434721067,105.94726668818976,0.19252155819680783,0.9328198983682775,0.8557910492262167,130.0,0.8822748370896759,248.97920785175924,128.82317050805264,0.17677649721718636,0.904382259661835,0.8651389515706723
248.97920785175924,128.82317050805264,0.17677649721718636,0.904382259661835,0.8651389515706723,83.0,-3.677456949110557,235.1306928822277,84.5294893197981,0.2177827437115654,0.8833601905521538,0.8403759340743132
235.1306928822277,84.5294893197981,0.2177827437115654,0.8833601905521538,0.8403759340743132,136.0,2.200445278484315,281.1997667822238,133.43476451694497,0.212708340836783,0.882647184048298,0.8594052625562628
281.1997667822238,133.43476451694497,0.212708340836783,0.882647184048298,0.8594052625562628,159.0,0.4375182845948855,208.00334993854077,157.382376867033,0.14444401635619383,0.9321724652361824,0.8996661203764953
