time,actuator,value
1738746708.2660203,Actuator(ptr=c_void_p(94294836421792)),78.0
1738746713.2808995,Actuator(ptr=c_void_p(94294836421792)),78.0
1738746718.2963922,Actuator(ptr=c_void_p(94294836421792)),78.0
1738746723.3159637,Actuator(ptr=c_void_p(94294836421792)),78.0
1738746728.3361356,Actuator(ptr=c_void_p(94294836421792)),78.0
1738746733.3550906,Actuator(ptr=c_void_p(94294836421792)),78.0
1738746738.3718507,Actuator(ptr=c_void_p(94294836421792)),78.0
1738746743.3908117,Actuator(ptr=c_void_p(94294836421792)),78.0
1738746748.4104888,Actuator(ptr=c_void_p(94294836421792)),78.0
1738746753.4298813,Actuator(ptr=c_void_p(94294836421792)),78.0
1738746758.4498901,Actuator(ptr=c_void_p(94294836421792)),78.0
1738746763.4677339,Actuator(ptr=c_void_p(94294836421792)),78.0
1738746768.4874918,Actuator(ptr=c_void_p(94294836421792)),78.0
