App,Progress,Power,TOT_INS_PER_CYC,L3_TCM_PER_TCA,TOT_STL_PER_CYC,Action,Reward,Next_Progress,Next_Power,Next_TOT_INS_PER_CYC,Next_L3_TCM_PER_TCA,Next_STL_PER_CYC
ones-npb-ep,0,0,0,0,0,95.0,-0.6050499295541627,12.64224204190265,94.64940261870333,0.5858690418624541,0.10187069802872137,0.4931676752627818
ones-npb-ep,12.64224204190265,94.64940261870333,0.5858690418624541,0.10187069802872137,0.4931676752627818,112.0,0.19575998658407556,13.874916472043772,110.80838835861479,0.5859821020414413,0.09643841717403312,0.4938021418191385
ones-npb-ep,13.874916472043772,110.80838835861479,0.5859821020414413,0.09643841717403312,0.4938021418191385,112.0,0.15774270453884398,13.914248179605849,112.36366178108062,0.5888967813732588,0.0939183664774557,0.4957186507287278
ones-npb-ep,13.914248179605849,112.36366178108062,0.5888967813732588,0.0939183664774557,0.4957186507287278,95.0,-0.43863631379568346,12.737497705250199,94.2742445083338,0.5852935716589109,0.09239967902635855,0.4911459868347252
ones-npb-ep,12.737497705250199,94.2742445083338,0.5852935716589109,0.09239967902635855,0.4911459868347252,101.0,-0.32958180581793073,13.074226156546473,100.2331305839262,0.5766854445498835,0.09433123678137845,0.4826484735592309
ones-npb-ep,13.074226156546473,100.2331305839262,0.5766854445498835,0.09433123678137845,0.4826484735592309,83.0,-1.1958384446664585,11.6821916587287,82.54966402026422,0.5863003563648017,0.09440381119857717,0.4923171599681875
ones-npb-ep,11.6821916587287,82.54966402026422,0.5863003563648017,0.09440381119857717,0.4923171599681875,78.0,-4.984461996694106,7.873936044394217,77.9037816586318,0.5367981362365017,0.09444554611474006,0.43785195359546736
ones-npb-ep,7.873936044394217,77.9037816586318,0.5367981362365017,0.09444554611474006,0.43785195359546736,95.0,-4.648870967758729,8.73356956621744,89.75330334167317,0.5467082815838052,0.0942802365867827,0.44994032798815686
ones-npb-ep,8.73356956621744,89.75330334167317,0.5467082815838052,0.0942802365867827,0.44994032798815686,118.0,0.040878400889954314,14.191614488418175,121.25346913988528,0.5545478606782381,0.09407667985476736,0.4601332723949028
ones-npb-ep,14.191614488418175,121.25346913988528,0.5545478606782381,0.09407667985476736,0.4601332723949028,136.0,0.48618919475774725,15.089109641356803,136.8412380271898,0.5820544466609474,0.0948313151383907,0.4909069050078053
ones-npb-ep,15.089109641356803,136.8412380271898,0.5820544466609474,0.0948313151383907,0.4909069050078053,118.0,0.6744416731832921,14.402280024036399,115.99726827023352,0.5892705795605004,0.09442722307806481,0.4973425717192588
ones-npb-ep,14.402280024036399,115.99726827023352,0.5892705795605004,0.09442722307806481,0.4973425717192588,124.0,0.7802634909807615,14.574341459154843,118.52736347064979,0.5842162076219369,0.09308274184550083,0.49131621586419794
ones-npb-ep,14.574341459154843,118.52736347064979,0.5842162076219369,0.09308274184550083,0.49131621586419794,141.0,0.7585036986336933,15.004986471888497,129.71984599539917,0.5720151682175276,0.09263073961263799,0.48036309516048203
