time,actuator,value
1751494044.891736,Actuator(ptr=c_void_p(93960142693856)),112.0
1751494046.896543,Actuator(ptr=c_void_p(93960142693856)),153.0
1751494048.9016643,Actuator(ptr=c_void_p(93960142693856)),159.0
1751494050.9069228,Actuator(ptr=c_void_p(93960142693856)),159.0
1751494052.9116817,Actuator(ptr=c_void_p(93960142693856)),130.0
1751494054.9181836,Actuator(ptr=c_void_p(93960142693856)),112.0
1751494056.9267795,Actuator(ptr=c_void_p(93960142693856)),153.0
1751494058.9319806,Actuator(ptr=c_void_p(93960142693856)),147.0
1751494060.938664,Actuator(ptr=c_void_p(93960142693856)),124.0
1751494062.945379,Actuator(ptr=c_void_p(93960142693856)),141.0
1751494064.94993,Actuator(ptr=c_void_p(93960142693856)),153.0
1751494066.955029,Actuator(ptr=c_void_p(93960142693856)),153.0
1751494068.9604573,Actuator(ptr=c_void_p(93960142693856)),124.0
1751494070.9656184,Actuator(ptr=c_void_p(93960142693856)),136.0
1751494072.9705534,Actuator(ptr=c_void_p(93960142693856)),136.0
1751494074.9753983,Actuator(ptr=c_void_p(93960142693856)),95.0
1751494076.9806316,Actuator(ptr=c_void_p(93960142693856)),118.0
1751494078.9853208,Actuator(ptr=c_void_p(93960142693856)),141.0
